node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,27,11,16,31359.45342208284,14990.042232461696,16369.411189621143,0.1279620853080569,99.0,0.05213270142180095,145.0,0.07582938388625593,40.0,31359.45342208284,8.0,14990.042232461696,32.0,16369.411189621143,15.0,0.006613082175423619,82.0,0.4097087378640777,173.0,0.052135730579305616,160.0,0.00650024010392964,32.0,0.007940535248757636,10.0,0.005246366076735116,70.0
1,normal,37,21,16,32306.22729619077,20254.97214200987,12051.2551541809,0.17535545023696683,7.0,0.0995260663507109,6.0,0.07582938388625593,40.0,32306.22729619077,4.0,20254.97214200987,2.0,12051.2551541809,81.0,0.010491178616575355,15.0,0.47098214285714285,7.0,0.09657209643189771,13.0,0.00589234723789255,51.0,0.008966155985854882,3.0,0.007598644321494814,7.0
2,normal,22,10,12,21761.40851195871,8736.034522761633,13025.373989197076,0.1042654028436019,167.0,0.047393364928909956,174.0,0.05687203791469195,132.0,21761.40851195871,109.0,8736.034522761633,148.0,13025.373989197076,58.0,0.0047932545725108446,151.0,0.40190476190476193,191.0,0.04385688592223722,190.0,0.0056209693094408895,66.0,0.003395774291471207,154.0,0.0038115721415224657,146.0
3,normal,40,18,22,29668.77239586111,12716.653632347914,16952.118763513194,0.18957345971563982,4.0,0.08530805687203792,21.0,0.1042654028436019,4.0,29668.77239586111,19.0,12716.653632347914,70.0,16952.118763513194,10.0,0.013642857187019594,3.0,0.46373626373626375,15.0,0.09198140899293779,22.0,0.007472150873791972,11.0,0.005218515143238445,82.0,0.00524162310173078,71.0
4,normal,32,11,21,23290.35489906076,8502.79905149296,14787.5558475678,0.15165876777251186,35.0,0.05213270142180095,145.0,0.0995260663507109,5.0,23290.35489906076,89.0,8502.79905149296,153.0,14787.5558475678,29.0,0.006907589052318838,75.0,0.41453831041257366,156.0,0.05039861075770579,166.0,0.0060256568928116604,44.0,0.0035385820352605286,149.0,0.0033624223259293524,173.0
5,normal,27,10,17,17064.517718198294,6723.914336079146,10340.603382119147,0.1279620853080569,99.0,0.047393364928909956,174.0,0.08056872037914692,28.0,17064.517718198294,175.0,6723.914336079146,187.0,10340.603382119147,118.0,0.006542578325041007,87.0,0.4194831013916501,144.0,0.05075033474807238,165.0,0.004237943408772182,125.0,0.0032534394806800516,160.0,0.0031136897718235254,186.0
6,normal,32,17,15,30691.702145869902,15101.943220400075,15589.758925469827,0.15165876777251186,35.0,0.08056872037914692,34.0,0.07109004739336494,58.0,30691.702145869902,11.0,15101.943220400075,29.0,15589.758925469827,20.0,0.0075440924788059026,57.0,0.44142259414225943,70.0,0.07418431801222448,68.0,0.006982429285117679,20.0,0.00710938548762704,24.0,0.004961878701277884,89.0
7,normal,26,11,15,25646.216840367902,9051.514993043089,16594.701847324814,0.12322274881516589,120.0,0.05213270142180095,145.0,0.07109004739336494,58.0,25646.216840367902,54.0,9051.514993043089,139.0,16594.701847324814,14.0,0.005630127541940818,122.0,0.41130604288499023,165.0,0.05569885427020485,148.0,0.006591302491536901,30.0,0.004594333881995007,105.0,0.0037293340212362983,154.0
8,normal,21,10,11,18170.44399574216,6864.830289783371,11305.613705958789,0.0995260663507109,181.0,0.047393364928909956,174.0,0.05213270142180095,151.0,18170.44399574216,164.0,6864.830289783371,182.0,11305.613705958789,99.0,0.0032494401551122986,191.0,0.39219330855018586,201.0,0.034000504092953146,206.0,0.005425900981371234,69.0,0.0028234169466015454,172.0,0.0028178650818394173,199.0
9,normal,26,17,9,21261.48265396739,14230.122060510206,7031.360593457184,0.12322274881516589,120.0,0.08056872037914692,34.0,0.04265402843601896,188.0,21261.48265396739,121.0,14230.122060510206,45.0,7031.360593457184,185.0,0.004339723406824752,163.0,0.4432773109243697,64.0,0.07790080232986,57.0,0.002780976207227429,184.0,0.0061162377874051195,56.0,0.004989913521336323,87.0
10,normal,27,12,15,16838.239421709946,7636.7185470376235,9201.520874672322,0.1279620853080569,99.0,0.05687203791469195,117.0,0.07109004739336494,58.0,16838.239421709946,177.0,7636.7185470376235,167.0,9201.520874672322,147.0,0.005512077649005804,128.0,0.4245472837022133,129.0,0.05937646157366176,134.0,0.0036790642355911058,150.0,0.0037028902686536674,142.0,0.0028015191917059364,200.0
11,normal,30,18,12,26479.01061545154,15310.896433947084,11168.114181504458,0.14218009478672988,57.0,0.08530805687203792,21.0,0.05687203791469195,132.0,26479.01061545154,44.0,15310.896433947084,27.0,11168.114181504458,103.0,0.006918507146762751,74.0,0.4647577092511013,13.0,0.0952680590698727,16.0,0.005566714623730191,67.0,0.006680603737759743,40.0,0.006642768523511393,22.0
12,normal,32,13,19,23711.722353754438,8385.469357589012,15326.252996165425,0.15165876777251186,35.0,0.06161137440758294,104.0,0.09004739336492892,13.0,23711.722353754438,78.0,8385.469357589012,157.0,15326.252996165425,22.0,0.010237124907320419,18.0,0.4350515463917526,98.0,0.06859256689265293,91.0,0.005658023736400935,63.0,0.0025157053804508015,187.0,0.004503906144549514,112.0
13,normal,18,7,11,14238.069829676948,5639.6074624731455,8598.462367203803,0.08530805687203792,204.0,0.03317535545023697,206.0,0.05213270142180095,151.0,14238.069829676948,190.0,5639.6074624731455,198.0,8598.462367203803,166.0,0.002930467897326768,197.0,0.38503649635036497,207.0,0.03299976099414798,207.0,0.003928220168003967,141.0,0.001966050221366549,203.0,0.0028508089900117703,196.0
14,normal,26,12,14,21699.737420079102,9659.499186170608,12040.238233908492,0.12322274881516589,120.0,0.05687203791469195,117.0,0.06635071090047394,86.0,21699.737420079102,111.0,9659.499186170608,126.0,12040.238233908492,82.0,0.005236346311538267,140.0,0.41865079365079366,146.0,0.056158300683710964,146.0,0.006142821036656911,41.0,0.003602798541017781,146.0,0.004232990456784883,127.0
15,normal,29,11,18,20493.235300368222,7322.1611182143,13171.074182153923,0.13744075829383887,69.0,0.05213270142180095,145.0,0.08530805687203792,20.0,20493.235300368222,133.0,7322.1611182143,173.0,13171.074182153923,55.0,0.006609614120973367,83.0,0.41699604743083,154.0,0.05162739537762706,162.0,0.004633943619393479,108.0,0.002946398913093075,168.0,0.0036471508271636944,160.0
16,normal,28,14,14,22642.906705964037,9070.598509846859,13572.308196117177,0.13270142180094788,83.0,0.06635071090047394,81.0,0.06635071090047394,86.0,22642.906705964037,99.0,9070.598509846859,138.0,13572.308196117177,47.0,0.00638059888926641,90.0,0.44142259414225943,70.0,0.0725533093808903,78.0,0.005902466799772945,50.0,0.0033343150469403744,157.0,0.004455227521711306,117.0
17,normal,27,12,15,27696.042426428605,14351.13036080837,13344.912065620236,0.1279620853080569,99.0,0.05687203791469195,117.0,0.07109004739336494,58.0,27696.042426428605,33.0,14351.13036080837,41.0,13344.912065620236,51.0,0.005334962164652344,136.0,0.4137254901960784,159.0,0.053891724410246145,155.0,0.005694209586955265,62.0,0.007392786340394496,17.0,0.005443332269148009,61.0
18,normal,23,8,15,17520.148993940944,5220.532514595492,12299.616479345454,0.1090047393364929,160.0,0.037914691943127965,198.0,0.07109004739336494,58.0,17520.148993940944,170.0,5220.532514595492,201.0,12299.616479345454,74.0,0.0040786213086234065,172.0,0.3973634651600753,198.0,0.038365181441989436,199.0,0.005718054931542994,60.0,0.0015518312467658424,209.0,0.003016321301883085,191.0
19,normal,26,13,13,19196.941272590026,10325.784993115727,8871.156279474299,0.12322274881516589,120.0,0.06161137440758294,104.0,0.06161137440758294,113.0,19196.941272590026,149.0,10325.784993115727,117.0,8871.156279474299,157.0,0.0061751611928058114,104.0,0.4245472837022133,129.0,0.06095759304890341,127.0,0.0027292001858159527,188.0,0.003907988083839567,135.0,0.004743778937084654,100.0
20,normal,28,14,14,25734.981245441013,11899.930663647938,13835.050581793073,0.13270142180094788,83.0,0.06635071090047394,81.0,0.06635071090047394,86.0,25734.981245441013,50.0,11899.930663647938,86.0,13835.050581793073,44.0,0.006030707308731705,110.0,0.4306122448979592,106.0,0.06950077293079324,85.0,0.006948769577570798,22.0,0.005715940409899896,68.0,0.00443278565603671,120.0
21,normal,29,10,19,20274.089669650362,3641.7742187507138,16632.31545089965,0.13744075829383887,69.0,0.047393364928909956,174.0,0.09004739336492892,13.0,20274.089669650362,137.0,3641.7742187507138,209.0,16632.31545089965,13.0,0.0062683076131327484,98.0,0.40891472868217055,175.0,0.04697752182881052,180.0,0.008367581655576075,5.0,0.001434339462194153,210.0,0.0022817234006781576,207.0
22,normal,32,18,14,27272.09725530124,12251.778835218778,15020.318420082463,0.15165876777251186,35.0,0.08530805687203792,21.0,0.06635071090047394,86.0,27272.09725530124,36.0,12251.778835218778,78.0,15020.318420082463,26.0,0.008466915018844817,37.0,0.46271929824561403,19.0,0.09467788366944102,18.0,0.006322206330844016,35.0,0.006507596434530124,44.0,0.004604041984157306,105.0
23,normal,24,14,10,24103.047679762898,16427.36264805587,7675.685031707028,0.1137440758293839,148.0,0.06635071090047394,81.0,0.047393364928909956,174.0,24103.047679762898,73.0,16427.36264805587,20.0,7675.685031707028,178.0,0.00463950007969812,155.0,0.4359504132231405,92.0,0.06467910474756376,112.0,0.0036365742296325843,153.0,0.006919582095994179,27.0,0.006446370700169716,29.0
24,normal,28,12,16,22517.604450923078,9468.572337582567,13049.032113340509,0.13270142180094788,83.0,0.05687203791469195,117.0,0.07582938388625593,40.0,22517.604450923078,101.0,9468.572337582567,130.0,13049.032113340509,56.0,0.007056549114972042,72.0,0.4271255060728745,122.0,0.06245742078790634,118.0,0.006192003213457731,39.0,0.00409198313013129,126.0,0.004600599802101337,106.0
25,normal,34,16,18,22406.86626196892,8781.5216423328,13625.344619636118,0.16113744075829384,19.0,0.07582938388625593,50.0,0.08530805687203792,20.0,22406.86626196892,103.0,8781.5216423328,146.0,13625.344619636118,46.0,0.009127165211443133,29.0,0.4359504132231405,92.0,0.0757686612657604,64.0,0.0052812462872155646,80.0,0.0037664250553056597,140.0,0.0038296146332776147,143.0
26,normal,35,24,11,25933.8636617055,17914.088040085597,8019.775621619903,0.16587677725118485,14.0,0.1137440758293839,2.0,0.05213270142180095,151.0,25933.8636617055,47.0,17914.088040085597,9.0,8019.775621619903,174.0,0.009105569574325297,32.0,0.4861751152073733,2.0,0.11950229783229102,2.0,0.002793913584086117,183.0,0.007314111416972425,18.0,0.008207341727751623,5.0
27,normal,35,15,20,26691.895182057677,11499.7471214601,15192.14806059758,0.16587677725118485,14.0,0.07109004739336494,65.0,0.09478672985781991,7.0,26691.895182057677,41.0,11499.7471214601,93.0,15192.14806059758,25.0,0.010719681989339244,12.0,0.4470338983050847,51.0,0.07291633885375741,73.0,0.006931002063350307,23.0,0.005122977853249011,88.0,0.004744651207357826,98.0
28,normal,28,13,15,21633.988403051597,11462.675150204179,10171.31325284742,0.13270142180094788,83.0,0.06161137440758294,104.0,0.07109004739336494,58.0,21633.988403051597,112.0,11462.675150204179,94.0,10171.31325284742,123.0,0.007026590050745537,73.0,0.4432773109243697,64.0,0.06915152687478245,89.0,0.0042654751902498535,124.0,0.005371872280268817,75.0,0.005117359404909276,80.0
29,normal,28,14,14,26292.97261135051,17343.764570510557,8949.208040839954,0.13270142180094788,83.0,0.06635071090047394,81.0,0.06635071090047394,86.0,26292.97261135051,45.0,17343.764570510557,13.0,8949.208040839954,153.0,0.007070316659591335,71.0,0.42973523421588594,109.0,0.06269964445106789,116.0,0.0035334615237015317,161.0,0.006361543038833714,50.0,0.00751728443406705,10.0
