node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,26,13,13,17815.123199076268,8473.945588125152,9341.177610951117,0.12322274881516589,115.0,0.06161137440758294,109.0,0.06161137440758294,107.0,17815.123199076268,156.0,8473.945588125152,146.0,9341.177610951117,127.0,0.005849316833421019,118.0,0.4279918864097363,122.0,0.059763139451085974,142.0,1.3102471023389222e-06,191.0,1.6349161002605492e-06,183.0,0.004143810132431111,138.0
1,normal,26,16,10,18273.927708967607,10246.509615577743,8027.418093389863,0.12322274881516589,115.0,0.07582938388625593,45.0,0.047393364928909956,169.0,18273.927708967607,151.0,10246.509615577743,108.0,8027.418093389863,152.0,0.00602465857630721,111.0,0.45278969957081544,25.0,0.07878072421047284,48.0,9.401445040662358e-05,33.0,3.2278386021307483e-06,148.0,0.005790495604002791,52.0
2,normal,28,15,13,24332.656550171003,10020.582813106645,14312.073737064358,0.13270142180094788,86.0,0.07109004739336494,67.0,0.06161137440758294,107.0,24332.656550171003,55.0,10020.582813106645,115.0,14312.073737064358,37.0,0.0070101689679797395,75.0,0.4386694386694387,79.0,0.07213961491319547,81.0,0.015678162447841783,2.0,6.593906984427902e-05,47.0,0.005173689906161758,80.0
3,normal,31,16,15,20480.79520069816,10220.756892768979,10260.038307929182,0.14691943127962087,42.0,0.07582938388625593,45.0,0.07109004739336494,59.0,20480.79520069816,111.0,10220.756892768979,110.0,10260.038307929182,103.0,0.008766323545632181,29.0,0.4405010438413361,73.0,0.07750918109156832,53.0,6.513509000678904e-05,42.0,1.0856718994254126e-06,194.0,0.004117404490576035,142.0
4,normal,33,16,17,29924.043462194397,14729.63936331113,15194.404098883268,0.15639810426540285,17.0,0.07582938388625593,45.0,0.08056872037914692,35.0,29924.043462194397,14.0,14729.63936331113,29.0,15194.404098883268,24.0,0.00790224823031354,52.0,0.44608879492600423,52.0,0.07662711222442631,57.0,4.289707115034613e-05,63.0,8.814435614882842e-06,114.0,0.006183123096717698,33.0
5,normal,25,16,9,18811.764802109545,12170.95993375231,6640.804868357233,0.11848341232227488,135.0,0.07582938388625593,45.0,0.04265402843601896,185.0,18811.764802109545,142.0,12170.95993375231,65.0,6640.804868357233,179.0,0.00523073760768627,142.0,0.44989339019189767,33.0,0.0793062135050896,47.0,0.00011799911225376773,26.0,6.436790342644382e-05,51.0,0.005611622838728572,60.0
6,normal,24,13,11,12153.757242217333,4726.103796889197,7427.6534453281365,0.1137440758293839,154.0,0.06161137440758294,109.0,0.05213270142180095,155.0,12153.757242217333,203.0,4726.103796889197,203.0,7427.6534453281365,160.0,0.005546349994583567,131.0,0.43685300207039335,88.0,0.07196358484499114,83.0,2.9396126773397008e-06,151.0,4.297092975380848e-06,137.0,0.0034325941847075008,171.0
7,normal,24,13,11,17390.59518531119,11101.126313962217,6289.468871348974,0.1137440758293839,154.0,0.06161137440758294,109.0,0.05213270142180095,155.0,17390.59518531119,159.0,11101.126313962217,86.0,6289.468871348974,185.0,0.0045945403008138845,157.0,0.4245472837022133,139.0,0.06011560910386636,141.0,4.479180076921324e-05,61.0,2.4066208988729256e-06,162.0,0.004745072632914041,100.0
8,mushroom,25,14,11,37614.21149203875,26666.210472995564,10948.001019043184,0.11848341232227488,135.0,0.06635071090047394,84.0,0.05213270142180095,155.0,37614.21149203875,3.0,26666.210472995564,2.0,10948.001019043184,93.0,0.005625239321399056,127.0,0.42886178861788615,118.0,0.06578307213678143,112.0,8.87485577498605e-05,35.0,3.5390167639947515e-05,69.0,0.006839724119624622,14.0
9,mushroom,23,13,10,24928.063114610908,9719.053659383026,15209.009455227882,0.1090047393364929,167.0,0.06161137440758294,109.0,0.047393364928909956,169.0,24928.063114610908,48.0,9719.053659383026,120.0,15209.009455227882,22.0,0.004196557000202248,171.0,0.43149284253578735,111.0,0.06656366073108563,107.0,6.266564783876758e-06,125.0,9.661392993016006e-05,35.0,0.003871128097173478,150.0
10,normal,11,7,4,9024.293013079085,4667.0379073286485,4357.255105750436,0.05213270142180095,212.0,0.03317535545023697,203.0,0.018957345971563982,212.0,9024.293013079085,212.0,4667.0379073286485,204.0,4357.255105750436,206.0,0.0010319511848653337,212.0,0.3907407407407407,204.0,0.03542156260648231,204.0,2.7558293638257934e-05,79.0,4.355316442129989e-05,61.0,0.0026287676437970068,199.0
11,normal,33,15,18,27385.21978997166,12548.32555632414,14836.89423364752,0.15639810426540285,17.0,0.07109004739336494,67.0,0.08530805687203792,21.0,27385.21978997166,24.0,12548.32555632414,57.0,14836.89423364752,31.0,0.00988550186766877,12.0,0.43415637860082307,97.0,0.07295695820144323,77.0,5.597839508432286e-05,49.0,8.445435379311043e-06,117.0,0.006294011851142236,30.0
12,normal,27,13,14,19293.680308312694,8437.009950893053,10856.670357419644,0.1279620853080569,99.0,0.06161137440758294,109.0,0.06635071090047394,84.0,19293.680308312694,130.0,8437.009950893053,147.0,10856.670357419644,95.0,0.0056739459010989104,125.0,0.4395833333333333,75.0,0.06593044828165813,111.0,1.8701570832161414e-06,174.0,1.530004353579808e-05,95.0,0.004168329048572982,134.0
13,normal,29,15,14,20146.762128858667,12880.062409986827,7266.6997188718415,0.13744075829383887,71.0,0.07109004739336494,67.0,0.06635071090047394,84.0,20146.762128858667,115.0,12880.062409986827,51.0,7266.6997188718415,166.0,0.007051977339477214,72.0,0.4451476793248945,57.0,0.07560430596463087,63.0,1.955448732616577e-05,91.0,5.47716045103198e-05,55.0,0.006540793144447063,22.0
14,ghost,27,12,15,21560.28678923475,13812.700001086692,7747.586788148059,0.1279620853080569,99.0,0.05687203791469195,134.0,0.07109004739336494,59.0,21560.28678923475,100.0,13812.700001086692,36.0,7747.586788148059,156.0,0.007289036431663267,68.0,0.4262626262626263,131.0,0.05844697857284944,149.0,2.484494757229256e-06,158.0,6.533154555958435e-05,49.0,0.006812375155735352,15.0
15,normal,32,17,15,28530.57568982657,17868.95123397131,10661.62445585526,0.15165876777251186,31.0,0.08056872037914692,29.0,0.07109004739336494,59.0,28530.57568982657,19.0,17868.95123397131,7.0,10661.62445585526,98.0,0.008865152244160771,26.0,0.45085470085470086,29.0,0.08781332875249387,20.0,1.710199778983679e-06,179.0,7.451345719801928e-05,44.0,0.007363395317822523,5.0
16,normal,32,18,14,24932.46166782609,15209.549479719492,9722.912188106598,0.15165876777251186,31.0,0.08530805687203792,16.0,0.06635071090047394,84.0,24932.46166782609,47.0,15209.549479719492,20.0,9722.912188106598,116.0,0.008746538906124592,31.0,0.4688888888888889,7.0,0.09914849073625973,5.0,1.661367596794736e-05,95.0,2.0079342342530347e-05,87.0,0.0078172837926502,2.0
17,normal,28,14,14,26068.907539596457,12047.599697533124,14021.307842063334,0.13270142180094788,86.0,0.06635071090047394,84.0,0.06635071090047394,84.0,26068.907539596457,36.0,12047.599697533124,69.0,14021.307842063334,41.0,0.005599715098976472,129.0,0.4350515463917526,94.0,0.0711289116714466,89.0,0.00018443900985856365,17.0,1.256878754223932e-05,102.0,0.005480932088942914,68.0
18,normal,30,9,21,19593.43677799241,7854.237192945263,11739.199585047149,0.14218009478672988,60.0,0.04265402843601896,186.0,0.0995260663507109,3.0,19593.43677799241,128.0,7854.237192945263,162.0,11739.199585047149,78.0,0.006331397720414654,102.0,0.4049904030710173,185.0,0.04594521681189395,188.0,8.567824881127274e-06,117.0,1.1489318851759253e-05,104.0,0.0035604064554222966,169.0
19,normal,27,15,12,16202.12586464141,9060.441668681062,7141.684195960348,0.1279620853080569,99.0,0.07109004739336494,67.0,0.05687203791469195,137.0,16202.12586464141,174.0,9060.441668681062,140.0,7141.684195960348,173.0,0.00552143973563992,132.0,0.4279918864097363,122.0,0.06700782113794955,106.0,6.437185754267281e-07,206.0,2.4220383219881086e-05,82.0,0.0034325446215148292,172.0
20,normal,32,18,14,27948.817131896845,14020.022167075753,13928.79496482109,0.15165876777251186,31.0,0.08530805687203792,16.0,0.06635071090047394,84.0,27948.817131896845,22.0,14020.022167075753,34.0,13928.79496482109,43.0,0.00821159503335217,46.0,0.45770065075921906,15.0,0.08985056637759707,15.0,7.753410630434873e-05,37.0,2.102376100907772e-06,169.0,0.0066785567160958376,20.0
21,normal,34,17,17,26322.901591241178,13365.848041390931,12957.053549850245,0.16113744075829384,10.0,0.08056872037914692,29.0,0.08056872037914692,35.0,26322.901591241178,34.0,13365.848041390931,45.0,12957.053549850245,56.0,0.008449803987011116,40.0,0.4451476793248945,57.0,0.08259484498999702,37.0,1.0809923540144993e-05,110.0,1.0897318408237886e-05,110.0,0.006672663500850793,21.0
22,normal,29,11,18,22319.231027189333,11554.014321482367,10765.216705706966,0.13744075829383887,71.0,0.05213270142180095,156.0,0.08530805687203792,21.0,22319.231027189333,82.0,11554.014321482367,80.0,10765.216705706966,96.0,0.0070828584130612935,70.0,0.4178217821782178,157.0,0.05861076166935667,148.0,3.930118689729126e-05,67.0,1.135676886130306e-05,106.0,0.005425671192254422,70.0
23,normal,32,13,19,25159.094973174815,9325.454000342163,15833.640972832653,0.15165876777251186,31.0,0.06161137440758294,109.0,0.09004739336492892,13.0,25159.094973174815,45.0,9325.454000342163,133.0,15833.640972832653,16.0,0.00806952770019808,49.0,0.4203187250996016,153.0,0.05597358523484007,158.0,0.00011145329928927639,28.0,2.8664450482092315e-05,78.0,0.0034245338445212823,174.0
24,normal,28,10,18,19691.362451518773,7477.820831022586,12213.541620496186,0.13270142180094788,86.0,0.047393364928909956,171.0,0.08530805687203792,21.0,19691.362451518773,124.0,7477.820831022586,168.0,12213.541620496186,65.0,0.006573506846315448,94.0,0.41291585127201563,168.0,0.04951429711942473,179.0,2.1544643904825915e-05,88.0,3.5805538632628963e-06,144.0,0.0029927073933250148,185.0
25,normal,23,13,10,16270.440446865305,10863.016207850571,5407.424239014734,0.1090047393364929,167.0,0.06161137440758294,109.0,0.047393364928909956,169.0,16270.440446865305,172.0,10863.016207850571,95.0,5407.424239014734,201.0,0.004486282748042768,163.0,0.4271255060728745,129.0,0.05954659579238001,144.0,1.4432861070529486e-06,185.0,0.0001560423960635417,21.0,0.0053313680910783675,75.0
26,normal,25,16,9,15819.890821366454,12320.307370208304,3499.583451158151,0.11848341232227488,135.0,0.07582938388625593,45.0,0.04265402843601896,185.0,15819.890821366454,180.0,12320.307370208304,63.0,3499.583451158151,210.0,0.006620097915386795,91.0,0.44989339019189767,33.0,0.0785907419569219,49.0,1.6430062821664893e-05,96.0,0.00011003159306537585,28.0,0.006759166284010983,16.0
27,normal,28,14,14,22387.510582275085,10490.409834931417,11897.100747343666,0.13270142180094788,86.0,0.06635071090047394,84.0,0.06635071090047394,84.0,22387.510582275085,79.0,10490.409834931417,102.0,11897.100747343666,74.0,0.006629185493178614,89.0,0.4323770491803279,108.0,0.06733535394453699,103.0,8.068449559941543e-06,120.0,2.0404644730563827e-06,170.0,0.0046006713810365415,112.0
28,normal,22,14,8,17255.567330212263,10808.975163265626,6446.592166946638,0.1042654028436019,179.0,0.06635071090047394,84.0,0.037914691943127965,196.0,17255.567330212263,160.0,10808.975163265626,96.0,6446.592166946638,183.0,0.0036376764096423746,187.0,0.4254032258064516,135.0,0.0640929034081373,122.0,4.73251003169264e-06,135.0,2.588859422521579e-06,158.0,0.004153882295683672,137.0
29,normal,26,11,15,17883.492603769402,6505.137040154578,11378.355563614823,0.12322274881516589,115.0,0.05213270142180095,156.0,0.07109004739336494,59.0,17883.492603769402,155.0,6505.137040154578,185.0,11378.355563614823,87.0,0.005473362225213546,133.0,0.4161735700197239,159.0,0.05318268701678408,164.0,7.481671863996399e-06,122.0,0.0001323592229391993,23.0,0.003140950413141568,180.0
30,normal,29,16,13,24327.0983296381,11465.519322066353,12861.579007571745,0.13744075829383887,71.0,0.07582938388625593,45.0,0.06161137440758294,107.0,24327.0983296381,56.0,11465.519322066353,81.0,12861.579007571745,58.0,0.007620136013182589,60.0,0.45278969957081544,25.0,0.0837671604758974,29.0,3.1440116464440003e-06,147.0,6.95346764284682e-06,120.0,0.0050755911330772705,83.0
31,normal,38,15,23,32314.971386779667,11057.548791682793,21257.422595096876,0.18009478672985785,2.0,0.07109004739336494,67.0,0.1090047393364929,2.0,32314.971386779667,8.0,11057.548791682793,88.0,21257.422595096876,3.0,0.012295981305458033,4.0,0.433264887063655,105.0,0.06821418603773916,98.0,0.000781741835248322,12.0,8.526940831140221e-06,116.0,0.004260700854897088,131.0
32,normal,31,15,16,21328.43805240789,9745.321167640821,11583.11688476707,0.14691943127962087,42.0,0.07109004739336494,67.0,0.07582938388625593,46.0,21328.43805240789,102.0,9745.321167640821,119.0,11583.11688476707,80.0,0.0073589500578194675,65.0,0.43775933609958506,84.0,0.07021487669293626,92.0,3.9863160746210555e-06,141.0,7.057837979250163e-05,46.0,0.0047420741175908535,101.0
33,mushroom,27,13,14,149820.87852132565,10405.091555344567,139415.7869659811,0.1279620853080569,99.0,0.06161137440758294,109.0,0.06635071090047394,84.0,149820.87852132565,2.0,10405.091555344567,104.0,139415.7869659811,1.0,0.005696794301348971,124.0,0.43415637860082307,97.0,0.06784096468266884,100.0,0.9199648550411511,1.0,3.94519387560099e-06,139.0,0.004120639296983177,141.0
34,normal,21,10,11,15767.46455616858,8595.234476009373,7172.230080159206,0.0995260663507109,191.0,0.047393364928909956,171.0,0.05213270142180095,155.0,15767.46455616858,181.0,8595.234476009373,145.0,7172.230080159206,170.0,0.003568450510355686,192.0,0.40344168260038243,189.0,0.04393737142867437,190.0,4.263266203085649e-07,210.0,6.579205444194826e-06,123.0,0.0028417521865875487,191.0
35,normal,27,12,15,18530.429820361373,8018.354068223387,10512.075752137986,0.1279620853080569,99.0,0.05687203791469195,134.0,0.07109004739336494,59.0,18530.429820361373,150.0,8018.354068223387,155.0,10512.075752137986,100.0,0.006408166289346757,99.0,0.4262626262626263,131.0,0.06102913506122501,135.0,6.539082898758971e-07,205.0,0.006295154510042728,7.0,0.002971716034467986,186.0
36,mushroom,24,15,9,25959.47725335022,17717.179802664625,8242.297450685592,0.1137440758293839,154.0,0.07109004739336494,67.0,0.04265402843601896,185.0,25959.47725335022,37.0,17717.179802664625,8.0,8242.297450685592,149.0,0.004346707404334675,167.0,0.43775933609958506,84.0,0.07708512849740123,55.0,4.9441118788578064e-05,56.0,7.388538699112875e-05,45.0,0.006864169812637784,13.0
37,normal,29,16,13,18069.77370880857,9647.038844010678,8422.73486479789,0.13744075829383887,71.0,0.07582938388625593,45.0,0.06161137440758294,107.0,18069.77370880857,152.0,9647.038844010678,125.0,8422.73486479789,146.0,0.0068414836160189335,83.0,0.4395833333333333,75.0,0.07530100434208689,66.0,2.9379596454478218e-06,152.0,3.088074620674478e-06,152.0,0.0038382706581654097,152.0
38,normal,30,13,17,22228.507191489338,10760.189414105824,11468.317777383514,0.14218009478672988,60.0,0.06161137440758294,109.0,0.08056872037914692,35.0,22228.507191489338,84.0,10760.189414105824,97.0,11468.317777383514,85.0,0.0070618094538560895,71.0,0.42973523421588594,114.0,0.06537982369653958,117.0,0.0010787810510523364,11.0,5.6423110399522645e-05,54.0,0.00436172155004191,126.0
39,normal,33,16,17,23226.161649253016,10137.122570461457,13089.03907879156,0.15639810426540285,17.0,0.07582938388625593,45.0,0.08056872037914692,35.0,23226.161649253016,70.0,10137.122570461457,113.0,13089.03907879156,55.0,0.008166495840518144,47.0,0.45278969957081544,25.0,0.08290780419895548,34.0,1.371929513028394e-06,189.0,1.2778105771999195e-06,191.0,0.004693891037476371,104.0
