node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
985,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,2.7397484457269813e-13,1789.0,0.0,5329.0,7.966859730951258e-05,3661.0
3478,normal,30,16,14,59,29,30,0.003892565200467108,62.0,0.0020760347735824577,60.0,0.0018165304268846505,76.0,59,183.0,29,203.0,30,195.0,0.001778159614875816,50.0,0.042510408634851046,95.0,0.029770262571055882,180.0,1.997299988571167e-10,358.0,8.031863462771812e-11,620.0,0.0007804681648785775,89.0
5399,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,1.3104694331205528e-19,2378.0,-2.1351134423443052e-19,6271.0,7.966859730951258e-05,3661.0
1175,normal,18,18,0,47,47,0,0.002335539120280265,99.0,0.002335539120280265,48.0,0.0,3096.0,47,247.0,47,122.0,0,3096.0,0.0,868.0,0.02871008781653688,2238.0,0.0001577522170970155,2190.0,0.0,2743.0,3.7325860492274985e-17,2845.0,0.0013870918483076316,38.0
2898,normal,1,0,1,4,0,4,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,4,2063.0,0,3661.0,4,1011.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,5.241877732482211e-19,2361.0,4.735510082624782e-19,3878.0,7.966859730951258e-05,3661.0
4727,normal,2,1,1,25,1,24,0.0002595043466978072,1183.0,0.0001297521733489036,1093.0,0.0001297521733489036,1049.0,25,482.0,1,2753.0,24,244.0,1.2704128574065373e-05,621.0,0.03278839292436963,1666.0,0.0007052406126019027,1796.0,3.1451266394893262e-18,2348.0,3.5250529371836153e-15,2646.0,0.000164742238871594,793.0
3819,normal,1,0,1,4,0,4,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,4,2063.0,0,3661.0,4,1011.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,5.241877732482211e-19,2361.0,1.9896264782672725e-19,4428.0,7.966859730951258e-05,3661.0
6383,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,1.056639650166974e-15,2119.0,-2.3067328880740373e-18,7610.0,7.966859730951258e-05,3661.0
5040,normal,25,25,0,45,45,0,0.0032438043337225902,69.0,0.0032438043337225902,27.0,0.0,3096.0,45,266.0,45,133.0,0,3096.0,0.0,868.0,0.00324380433372259,2583.0,6.243622657832159e-38,2764.0,0.0,2743.0,3.0976637766222807e-13,1805.0,0.0015326973629294451,27.0
385,normal,1,0,1,2,0,2,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,2,3215.0,0,3661.0,2,1706.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,2.113279300333948e-15,2075.0,4.726622407741634e-20,5015.0,7.966859730951258e-05,3661.0
2468,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,2.261891151269779e-16,2218.0,3.112194655769154e-18,2933.0,7.966859730951258e-05,3661.0
3094,normal,18,18,0,23,23,0,0.002335539120280265,99.0,0.002335539120280265,48.0,0.0,3096.0,23,519.0,23,259.0,0,3096.0,0.0,868.0,0.0023355391202802647,2585.0,4.497199516860666e-38,2815.0,0.0,2743.0,6.63094647197564e-14,2138.0,0.0010493096559210172,63.0
6129,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,2.1056051110241304e-16,2231.0,1.6439823915114019e-19,4540.0,7.966859730951258e-05,3661.0
3699,normal,3,3,0,4,4,0,0.0003892565200467108,779.0,0.0003892565200467108,345.0,0.0,3096.0,4,2063.0,4,1310.0,0,3096.0,0.0,868.0,0.00038925652004671076,2683.0,7.548642147788861e-39,2827.0,0.0,2743.0,6.17290369864144e-14,2149.0,0.0002229998124196322,482.0
3501,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,2.1056051110241304e-16,2231.0,-1.3772592090579319e-18,7432.0,7.966859730951258e-05,3661.0
2897,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,6.831284329918216e-21,2508.0,3.2931924601065415e-18,2919.0,7.966859730951258e-05,3661.0
7209,normal,1,1,0,1,1,0,0.0001297521733489036,2115.0,0.0001297521733489036,1093.0,0.0,3096.0,1,4174.0,1,2753.0,0,3096.0,0.0,868.0,0.0001297521733489036,2861.0,2.558861745013172e-39,2924.0,0.0,2743.0,1.8576828039815935e-18,3054.0,0.00014756233078272714,960.0
1181,normal,1,0,1,3,0,3,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,3,2527.0,0,3661.0,3,1278.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,1.614821223935049e-11,905.0,1.3557726059927447e-18,3203.0,7.966859730951258e-05,3661.0
77,normal,23,23,0,110,110,0,0.002984299987024783,75.0,0.002984299987024783,31.0,0.0,3096.0,110,95.0,110,39.0,0,3096.0,0.0,868.0,0.03305797195882455,1596.0,0.003121876063650427,1065.0,0.0,2743.0,1.5780067096442762e-09,115.0,0.0014185186249609297,36.0
1371,normal,1,0,1,2,0,2,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,2,3215.0,0,3661.0,2,1706.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,1.076547482623366e-11,1048.0,2.3178288833038938e-20,5155.0,7.966859730951258e-05,3661.0
4710,normal,1,0,1,1,0,1,0.0001297521733489036,2115.0,0.0,3661.0,0.0001297521733489036,1049.0,1,4174.0,0,3661.0,1,2232.0,0.0,868.0,0.0,3609.0,6.397154362532933e-41,3661.0,5.38273741311683e-12,1297.0,1.8738340780023194e-18,3051.0,7.966859730951258e-05,3661.0
