node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,21,8,13,20831.326927835617,9187.300968863074,11644.025958972541,0.0995260663507109,190.0,0.037914691943127965,193.0,0.06161137440758294,121.0,20831.326927835617,130.0,9187.300968863074,149.0,11644.025958972541,94.0,0.003602470447469267,177.0,0.4049904030710173,180.0,0.04431703122509748,177.0,0.004696854014611033,96.0,0.0034456457099756523,152.0,0.004509037707280853,113.0
1,normal,31,18,13,20537.146874359903,10404.774104437227,10132.372769922677,0.14691943127962087,59.0,0.08530805687203792,30.0,0.06161137440758294,121.0,20537.146874359903,134.0,10404.774104437227,126.0,10132.372769922677,124.0,0.007450337189301308,72.0,0.4451476793248945,67.0,0.07476166739737941,65.0,0.003879835686316929,135.0,0.004854488491827701,97.0,0.0035344202225699338,163.0
2,normal,31,15,16,23368.405479370238,11552.485144985714,11815.920334384526,0.14691943127962087,59.0,0.07109004739336494,71.0,0.07582938388625593,49.0,23368.405479370238,91.0,11552.485144985714,98.0,11815.920334384526,92.0,0.007866104129699597,59.0,0.4254032258064516,134.0,0.06587785094863842,110.0,0.0049325604023013545,90.0,0.0030857048916977524,169.0,0.005156397763178339,79.0
3,volcano,28,3,25,24350.585837775016,3512.6452229722245,20837.940614802792,0.13270142180094788,107.0,0.014218009478672987,211.0,0.11848341232227488,3.0,24350.585837775016,82.0,3512.6452229722245,207.0,20837.940614802792,6.0,0.002394119193217871,198.0,0.3576271186440678,211.0,0.016577065835868456,211.0,0.008585673711203475,11.0,0.0016044199153775877,203.0,0.001787960591134327,208.0
4,normal,26,11,15,23158.17215975702,10168.329704630096,12989.842455126927,0.12322274881516589,127.0,0.05213270142180095,156.0,0.07109004739336494,80.0,23158.17215975702,96.0,10168.329704630096,137.0,12989.842455126927,64.0,0.005229523413934369,132.0,0.40344168260038243,182.0,0.04066784836101399,189.0,0.00453664736937553,105.0,0.004875279623655778,94.0,0.003638353986738744,158.0
5,normal,26,12,14,21948.936388724207,8736.59167232295,13212.344716401256,0.12322274881516589,127.0,0.05687203791469195,143.0,0.06635071090047394,103.0,21948.936388724207,115.0,8736.59167232295,160.0,13212.344716401256,63.0,0.005094109147951817,134.0,0.42115768463073855,147.0,0.05569322804915486,140.0,0.004284907678048454,117.0,0.003824128812798276,139.0,0.003362143630191948,170.0
6,black_hole,25,23,2,17833.440644490514,16790.12451250423,1043.3161319862832,0.11848341232227488,138.0,0.1090047393364929,4.0,0.009478672985781991,212.0,17833.440644490514,165.0,16790.12451250423,21.0,1043.3161319862832,212.0,0.0015258808928593874,209.0,0.47845804988662133,4.0,0.1071138722592545,4.0,0.0003874807061787341,212.0,0.007734343860115624,20.0,0.007870070952036965,8.0
7,normal,29,15,14,18561.97402826216,9120.44099878219,9441.533029479971,0.13744075829383887,88.0,0.07109004739336494,71.0,0.06635071090047394,103.0,18561.97402826216,153.0,9120.44099878219,151.0,9441.533029479971,139.0,0.005793410182512685,117.0,0.4386694386694387,86.0,0.07382020966920855,69.0,0.00386711773238749,136.0,0.0036232308022236003,146.0,0.003923420020453997,144.0
8,normal,34,17,17,20824.192205995925,10228.396129097748,10595.796076898176,0.16113744075829384,24.0,0.08056872037914692,40.0,0.08056872037914692,41.0,20824.192205995925,131.0,10228.396129097748,134.0,10595.796076898176,114.0,0.00843857694858998,47.0,0.4451476793248945,67.0,0.07030948396347284,90.0,0.0045436666919007026,104.0,0.0031978202769690845,165.0,0.004408264609546449,116.0
9,normal,29,18,11,23476.611543508345,15543.898026188852,7932.713517319494,0.13744075829383887,88.0,0.08530805687203792,30.0,0.05213270142180095,157.0,23476.611543508345,89.0,15543.898026188852,31.0,7932.713517319494,167.0,0.006805967701924256,88.0,0.4596949891067538,27.0,0.08602816190313338,31.0,0.0035627842791680878,149.0,0.006439471043909621,39.0,0.005957455397331858,42.0
10,normal,29,11,18,22050.507857653916,8180.837833897507,13869.670023756407,0.13744075829383887,88.0,0.05213270142180095,156.0,0.08530805687203792,24.0,22050.507857653916,114.0,8180.837833897507,169.0,13869.670023756407,53.0,0.006283962923073007,109.0,0.40576923076923077,179.0,0.043266325691476676,180.0,0.005938182728750423,55.0,0.002559423415513718,186.0,0.0033173164043983185,175.0
11,normal,25,10,15,20061.03454327615,5516.808985724378,14544.225557551772,0.11848341232227488,138.0,0.047393364928909956,169.0,0.07109004739336494,80.0,20061.03454327615,140.0,5516.808985724378,194.0,14544.225557551772,40.0,0.005325743271481711,128.0,0.422,142.0,0.05206270085252945,159.0,0.005373117458928221,70.0,0.003013396088575764,173.0,0.0022636305489722175,202.0
12,normal,24,14,10,16951.9305904243,10428.690858273907,6523.239732150394,0.1137440758293839,153.0,0.06635071090047394,94.0,0.047393364928909956,169.0,16951.9305904243,175.0,10428.690858273907,125.0,6523.239732150394,187.0,0.004396368456971002,158.0,0.4262626262626263,131.0,0.06684580598649552,107.0,0.00286498682064816,173.0,0.003854264386112808,136.0,0.0039098917798184194,145.0
13,normal,18,8,10,13793.158883864247,8158.927231044294,5634.2316528199535,0.08530805687203792,202.0,0.037914691943127965,193.0,0.047393364928909956,169.0,13793.158883864247,202.0,8158.927231044294,170.0,5634.2316528199535,197.0,0.0030587631173965963,186.0,0.3907407407407407,201.0,0.03757318286836387,196.0,0.0017074859170901977,205.0,0.0030795089399389694,170.0,0.0033004793045270393,177.0
14,normal,25,13,12,22312.180809321,9555.198314532581,12756.982494788417,0.11848341232227488,138.0,0.06161137440758294,123.0,0.05687203791469195,135.0,22312.180809321,111.0,9555.198314532581,143.0,12756.982494788417,71.0,0.005424879569429036,126.0,0.42369477911646586,138.0,0.05908018516395751,132.0,0.0050023947737021105,87.0,0.002889732478426737,179.0,0.00583038430652267,48.0
