node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,33,13,20,24837.68842610759,9350.069066698277,15487.619359409315,0.15639810426540285,19.0,0.06161137440758294,105.0,0.09478672985781991,9.0,24837.68842610759,57.0,9350.069066698277,142.0,15487.619359409315,21.0,0.007213941800428124,69.0,0.4323770491803279,100.0,0.06522891986901756,110.0,0.007277956336417837,18.0,0.003787044496893848,138.0,0.003785444606360878,150.0
1,normal,21,10,11,16908.491674531182,5104.02720963363,11804.464464897552,0.0995260663507109,188.0,0.047393364928909956,168.0,0.05213270142180095,147.0,16908.491674531182,185.0,5104.02720963363,205.0,11804.464464897552,84.0,0.0038884411797252714,185.0,0.4097087378640777,170.0,0.04957543109013715,175.0,0.005286717267863469,74.0,0.002267562625425777,202.0,0.0022220876549281206,206.0
2,normal,27,16,11,20267.630725103292,12714.630443538983,7553.000281564308,0.1279620853080569,101.0,0.07582938388625593,43.0,0.05213270142180095,147.0,20267.630725103292,130.0,12714.630443538983,67.0,7553.000281564308,178.0,0.006889501837445635,80.0,0.4432773109243697,53.0,0.07929205639933228,50.0,0.002834310323174219,179.0,0.006099455101736715,44.0,0.005081745733583564,73.0
3,normal,25,15,10,23351.438798235984,14714.021650864062,8637.417147371923,0.11848341232227488,144.0,0.07109004739336494,64.0,0.047393364928909956,169.0,23351.438798235984,78.0,14714.021650864062,31.0,8637.417147371923,147.0,0.005233535920142017,135.0,0.4432773109243697,53.0,0.07365029447304844,64.0,0.003937622375073554,126.0,0.0058658061797436266,54.0,0.006606684881790692,23.0
4,normal,26,11,15,21510.281608054152,8239.08853632935,13271.193071724805,0.12322274881516589,125.0,0.05213270142180095,152.0,0.07109004739336494,64.0,21510.281608054152,105.0,8239.08853632935,164.0,13271.193071724805,54.0,0.004728107537953272,159.0,0.4153543307086614,158.0,0.054273238449093104,155.0,0.006706867926176999,28.0,0.00368845134280874,145.0,0.0029378614192529778,192.0
5,normal,31,16,15,24518.51178078435,15496.428205615959,9022.083575168388,0.14691943127962087,35.0,0.07582938388625593,43.0,0.07109004739336494,64.0,24518.51178078435,61.0,15496.428205615959,22.0,9022.083575168388,134.0,0.008448413159474961,26.0,0.44893617021276594,37.0,0.07968039706441832,49.0,0.002742838281790607,185.0,0.0061667259546088656,43.0,0.006025389496461868,37.0
6,normal,31,16,15,21958.170324818042,11166.871895410051,10791.298429407989,0.14691943127962087,35.0,0.07582938388625593,43.0,0.07109004739336494,64.0,21958.170324818042,96.0,11166.871895410051,87.0,10791.298429407989,103.0,0.008138854591887009,40.0,0.45085470085470086,33.0,0.08018526162275975,45.0,0.005657416642276775,63.0,0.004310317652598451,102.0,0.004791037041390816,90.0
7,normal,32,20,12,18915.96578426195,11837.056445846847,7078.909338415103,0.15165876777251186,25.0,0.09478672985781991,10.0,0.05687203791469195,120.0,18915.96578426195,156.0,11837.056445846847,80.0,7078.909338415103,185.0,0.007776820063716033,50.0,0.46373626373626375,15.0,0.09516141867010064,15.0,0.0029261543099735107,176.0,0.006378696153147401,39.0,0.004072152391230354,137.0
8,normal,29,16,13,26930.90774169523,13740.493994257948,13190.413747437284,0.13744075829383887,60.0,0.07582938388625593,43.0,0.06161137440758294,103.0,26930.90774169523,32.0,13740.493994257948,44.0,13190.413747437284,56.0,0.007706192695879973,53.0,0.44798301486199577,40.0,0.07993237066403411,46.0,0.005217441410104897,78.0,0.005598751638690644,61.0,0.006335404397477958,29.0
9,normal,25,14,11,24394.15889492808,13139.89182224753,11254.267072680552,0.11848341232227488,144.0,0.06635071090047394,81.0,0.05213270142180095,147.0,24394.15889492808,64.0,13139.89182224753,57.0,11254.267072680552,95.0,0.006009679389346377,117.0,0.4306122448979592,105.0,0.0661945233370091,103.0,0.004382675928426645,106.0,0.005339443778081446,69.0,0.005286636549879218,65.0
