node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,33,13,20,24837.688426107594,9350.06906669828,15487.619359409315,0.15639810426540285,19.0,0.06161137440758294,105.0,0.09478672985781991,9.0,24837.688426107594,58.0,9350.06906669828,143.0,15487.619359409315,22.0,0.007213941800428124,69.0,0.4323770491803279,100.0,0.06522891986901756,110.0,8.202582110566962e-05,75.0,6.227447460590458e-06,157.0,0.003791465505459256,151.0
1,normal,21,10,11,16908.491674531182,5104.027209633629,11804.464464897552,0.0995260663507109,188.0,0.047393364928909956,168.0,0.05213270142180095,147.0,16908.491674531182,186.0,5104.027209633629,205.0,11804.464464897552,84.0,0.0038884411797252714,185.0,0.4097087378640777,170.0,0.04957543109013715,175.0,3.047320248235235e-06,188.0,3.331104347888674e-05,81.0,0.002225563403234333,206.0
2,normal,27,16,11,20267.63072510329,12714.630443538981,7553.000281564308,0.1279620853080569,101.0,0.07582938388625593,43.0,0.05213270142180095,147.0,20267.63072510329,132.0,12714.630443538981,68.0,7553.000281564308,178.0,0.006889501837445635,80.0,0.4432773109243697,53.0,0.07929205639933228,50.0,3.1524718209580715e-06,186.0,9.998148045221605e-06,119.0,0.005133570980394366,69.0
3,normal,25,15,10,23351.438798235988,14714.021650864064,8637.417147371923,0.11848341232227488,144.0,0.07109004739336494,64.0,0.047393364928909956,169.0,23351.438798235988,80.0,14714.021650864064,32.0,8637.417147371923,146.0,0.005233535920142017,135.0,0.4432773109243697,53.0,0.07365029447304844,64.0,3.6915729670464808e-06,176.0,7.096239808150399e-05,47.0,0.0066067835976182845,21.0
4,normal,26,11,15,21510.281608054152,8239.08853632935,13271.193071724805,0.12322274881516589,125.0,0.05213270142180095,152.0,0.07109004739336494,64.0,21510.281608054152,107.0,8239.08853632935,165.0,13271.193071724805,54.0,0.004728107537953272,159.0,0.4153543307086614,158.0,0.054273238449093104,155.0,8.722867833380055e-05,73.0,5.739948006483312e-06,166.0,0.0029135125221467877,193.0
5,normal,31,16,15,24518.51178078435,15496.428205615963,9022.083575168388,0.14691943127962087,35.0,0.07582938388625593,43.0,0.07109004739336494,64.0,24518.51178078435,63.0,15496.428205615963,23.0,9022.083575168388,134.0,0.008448413159474961,26.0,0.44893617021276594,37.0,0.07968039706441832,49.0,0.0019663453195972787,12.0,0.004581287678511365,14.0,0.005940062367260449,38.0
6,normal,31,16,15,21958.17032481804,11166.87189541005,10791.298429407989,0.14691943127962087,35.0,0.07582938388625593,43.0,0.07109004739336494,64.0,21958.17032481804,98.0,11166.87189541005,88.0,10791.298429407989,103.0,0.008138854591887009,40.0,0.45085470085470086,33.0,0.08018526162275975,45.0,0.00029142585748317084,24.0,6.84179036069913e-06,147.0,0.004803691998217407,90.0
7,normal,32,20,12,18915.96578426195,11837.056445846847,7078.909338415103,0.15165876777251186,25.0,0.09478672985781991,10.0,0.05687203791469195,120.0,18915.96578426195,158.0,11837.056445846847,81.0,7078.909338415103,185.0,0.007776820063716033,50.0,0.46373626373626375,15.0,0.09516141867010064,15.0,4.0588054542424076e-05,106.0,1.3329528880833794e-05,109.0,0.004060049404537612,139.0
8,normal,29,16,13,26930.90774169523,13740.493994257948,13190.413747437284,0.13744075829383887,60.0,0.07582938388625593,43.0,0.06161137440758294,103.0,26930.90774169523,34.0,13740.493994257948,44.0,13190.413747437284,56.0,0.007706192695879973,53.0,0.44798301486199577,40.0,0.07993237066403411,46.0,2.8613338435751257e-06,192.0,0.00011498316537364721,29.0,0.006323918874442221,30.0
9,normal,25,14,11,24394.158894928078,13139.891822247528,11254.267072680552,0.11848341232227488,144.0,0.06635071090047394,81.0,0.05213270142180095,147.0,24394.158894928078,66.0,13139.891822247528,58.0,11254.267072680552,95.0,0.006009679389346377,117.0,0.4306122448979592,105.0,0.0661945233370091,103.0,5.383583591902655e-06,160.0,0.005539238894868537,12.0,0.005198991438297794,66.0
