node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,30,16,14,18376.27041390794,10739.75087457692,7636.51953933102,0.14218009478672988,52.0,0.07582938388625593,42.0,0.06635071090047394,81.0,0.006805833625439119,74.0,0.4386694386694387,74.0,0.07183437037906278,76.0,0.003012482544328454,178.0,0.005377506831149764,74.0,0.003967626810315041,145.0
1,normal,29,10,19,24272.994833094697,8116.346871372344,16156.647961722352,0.13744075829383887,70.0,0.047393364928909956,175.0,0.09004739336492892,12.0,0.006205730321049427,97.0,0.4011406844106464,192.0,0.04477352925717573,190.0,0.007539182345051265,18.0,0.003813164410364728,145.0,0.0028623453611325515,194.0
2,normal,25,16,9,19164.612239465736,11241.278913426882,7923.333326038853,0.11848341232227488,132.0,0.07582938388625593,42.0,0.04265402843601896,186.0,0.005279981664207108,132.0,0.4350515463917526,94.0,0.0692941858717426,91.0,0.002900616175698493,185.0,0.0048335908450469105,97.0,0.004522700010220359,112.0
3,normal,20,8,12,17640.026108061757,7709.395411753903,9930.630696307851,0.09478672985781991,202.0,0.037914691943127965,199.0,0.05687203791469195,131.0,0.003281613581252982,204.0,0.39365671641791045,203.0,0.04016345494117758,199.0,0.003954044909600821,128.0,0.003973348040988472,134.0,0.0029693506299867745,191.0
4,normal,25,13,12,19888.96194576312,11874.119676917278,8014.84226884584,0.11848341232227488,132.0,0.06161137440758294,105.0,0.05687203791469195,131.0,0.00503306565460506,143.0,0.422,144.0,0.058481281562074924,141.0,0.0030083103625466834,180.0,0.005180919364771905,82.0,0.004354291521594166,121.0
5,normal,31,14,17,26297.717638576003,9527.340580748376,16770.377057827627,0.14691943127962087,38.0,0.06635071090047394,81.0,0.08056872037914692,29.0,0.008765508172040996,36.0,0.42886178861788615,119.0,0.06991569372312104,86.0,0.007355447854335714,20.0,0.003900912576531422,140.0,0.003986980560498435,144.0
6,normal,25,17,8,20631.492965494905,15013.077664488716,5618.415301006189,0.11848341232227488,132.0,0.08056872037914692,30.0,0.037914691943127965,194.0,0.004146684091751836,176.0,0.43775933609958506,76.0,0.07830730851061407,52.0,0.001967203122693607,206.0,0.005970390586831231,52.0,0.006342445682633126,30.0
7,normal,26,11,15,22490.657641708494,9701.15812651977,12789.499515188727,0.12322274881516589,114.0,0.05213270142180095,153.0,0.07109004739336494,62.0,0.005224481055903638,134.0,0.4245472837022133,133.0,0.05550656953569204,155.0,0.006178356896729423,38.0,0.0035680213366576837,155.0,0.004796161638201513,93.0
8,normal,27,19,8,23533.812786665854,17336.130556533884,6197.68223013197,0.1279620853080569,96.0,0.09004739336492892,14.0,0.037914691943127965,194.0,0.006326516631809714,91.0,0.4668141592920354,9.0,0.10320332302168028,6.0,0.0019067649420604243,207.0,0.0071030849580850375,19.0,0.008356493271042972,2.0
9,normal,22,11,11,14711.322708583375,5272.1440947385845,9439.178613844791,0.1042654028436019,176.0,0.05213270142180095,153.0,0.05213270142180095,153.0,0.0034003664054460428,202.0,0.4137254901960784,169.0,0.05499361366425351,158.0,0.003872581514804386,134.0,0.0023806632247484706,193.0,0.002396813011685639,202.0
