node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,32,12,20,27731.642613972057,10402.329603780048,17329.31301019201,0.15165876777251186,32.0,0.05687203791469195,128.0,0.09478672985781991,5.0,27731.642613972057,25.0,10402.329603780048,106.0,17329.31301019201,10.0,0.008163201774170114,40.0,0.4161735700197239,153.0,0.053765459786151444,157.0,0.006846327082656777,28.0,0.005201516611831457,78.0,0.003721363574342753,158.0
1,normal,28,14,14,20988.212991545857,8299.739302470873,12688.473689074986,0.13270142180094788,93.0,0.06635071090047394,84.0,0.06635071090047394,82.0,20988.212991545857,106.0,8299.739302470873,161.0,12688.473689074986,61.0,0.006222066696991471,104.0,0.433264887063655,100.0,0.06293346493582294,117.0,0.004864490254087457,96.0,0.002882748897137793,184.0,0.0034420113607076183,176.0
2,normal,21,10,11,15613.276372039902,10700.016503228815,4913.259868811087,0.0995260663507109,188.0,0.047393364928909956,165.0,0.05213270142180095,153.0,15613.276372039902,194.0,10700.016503228815,104.0,4913.259868811087,204.0,0.0034979800656865746,191.0,0.41453831041257366,162.0,0.05389140451642607,156.0,0.002065095118108056,202.0,0.004431191416517302,111.0,0.005587835852813429,54.0
3,normal,23,9,14,12221.049491987322,3592.0943466539597,8628.955145333362,0.1090047393364929,164.0,0.04265402843601896,186.0,0.06635071090047394,82.0,12221.049491987322,210.0,3592.0943466539597,210.0,8628.955145333362,148.0,0.005257489972422744,139.0,0.3973634651600753,198.0,0.04088763189268262,193.0,0.0030769519207649227,167.0,0.0013761180188773766,211.0,0.002194533691377417,207.0
4,normal,29,13,16,22416.815829526877,7775.078698157535,14641.737131369342,0.13744075829383887,69.0,0.06161137440758294,108.0,0.07582938388625593,42.0,22416.815829526877,85.0,7775.078698157535,174.0,14641.737131369342,33.0,0.007318688456523535,63.0,0.4323770491803279,104.0,0.06337611892529489,113.0,0.005636256098396561,66.0,0.003303274994863905,161.0,0.0033488681100927366,180.0
5,normal,27,16,11,22248.958299098522,13707.08998065063,8541.868318447894,0.1279620853080569,107.0,0.07582938388625593,50.0,0.05213270142180095,153.0,22248.958299098522,87.0,13707.08998065063,41.0,8541.868318447894,150.0,0.006496595296302251,94.0,0.44798301486199577,55.0,0.08041165179370661,51.0,0.0033164546190614873,154.0,0.006730581056441106,28.0,0.005089174746531935,79.0
6,normal,24,12,12,19011.056319121486,9069.572147488452,9941.484171633034,0.1137440758293839,144.0,0.05687203791469195,128.0,0.05687203791469195,135.0,19011.056319121486,152.0,9069.572147488452,137.0,9941.484171633034,125.0,0.00601998847739733,113.0,0.4271255060728745,125.0,0.059325290059841974,131.0,0.004782126902656229,100.0,0.0030333853894170103,177.0,0.005635928386638371,52.0
7,normal,34,17,17,27913.143143754056,12808.498086605758,15104.645057148298,0.16113744075829384,16.0,0.08056872037914692,35.0,0.08056872037914692,32.0,27913.143143754056,24.0,12808.498086605758,63.0,15104.645057148298,24.0,0.00969752404230737,17.0,0.4596949891067538,24.0,0.08829013778289663,27.0,0.007465755092714517,16.0,0.005304532386062074,74.0,0.005828344257841213,43.0
8,normal,21,10,11,13719.555462467972,6682.412161028533,7037.14330143944,0.0995260663507109,188.0,0.047393364928909956,165.0,0.05213270142180095,153.0,13719.555462467972,202.0,6682.412161028533,192.0,7037.14330143944,177.0,0.004253098348949876,174.0,0.40655105973025046,177.0,0.043115026997795784,191.0,0.0019624018233793308,205.0,0.002855471440665409,186.0,0.0029447296839131692,196.0
9,normal,21,10,11,13346.770643330761,5932.915123379522,7413.855519951239,0.0995260663507109,188.0,0.047393364928909956,165.0,0.05213270142180095,153.0,13346.770643330761,205.0,5932.915123379522,201.0,7413.855519951239,169.0,0.004103465782942842,184.0,0.40037950664136623,190.0,0.037637314628420404,200.0,0.0025444107886870566,185.0,0.0016061591151972615,208.0,0.0029492726765639656,195.0
10,normal,22,12,10,18645.01291431384,10007.539946003377,8637.472968310463,0.1042654028436019,179.0,0.05687203791469195,128.0,0.047393364928909956,173.0,18645.01291431384,157.0,10007.539946003377,113.0,8637.472968310463,147.0,0.004354919771832107,172.0,0.41130604288499023,172.0,0.04934845868255895,169.0,0.0035191770775464914,149.0,0.0036624366369310385,146.0,0.003855953113095352,144.0
11,normal,24,12,12,18104.837058256675,9529.69614611675,8575.140912139925,0.1137440758293839,144.0,0.05687203791469195,128.0,0.05687203791469195,135.0,18104.837058256675,168.0,9529.69614611675,123.0,8575.140912139925,149.0,0.004647124972864586,160.0,0.4254032258064516,129.0,0.05953200744909331,128.0,0.0035065400032307545,150.0,0.00504324704387903,83.0,0.0038178314451442286,147.0
12,normal,33,18,15,24511.14597633584,18174.050789094617,6337.095187241222,0.15639810426540285,22.0,0.08530805687203792,18.0,0.07109004739336494,57.0,24511.14597633584,49.0,18174.050789094617,6.0,6337.095187241222,192.0,0.009392342904211523,20.0,0.45376344086021503,39.0,0.08683069020121162,32.0,0.0029053203254555096,175.0,0.008877925839842262,5.0,0.006788893653951993,17.0
13,normal,28,13,15,23467.153280431812,11348.10708967077,12119.046190761044,0.13270142180094788,93.0,0.06161137440758294,108.0,0.07109004739336494,57.0,23467.153280431812,68.0,11348.10708967077,89.0,12119.046190761044,70.0,0.005439988479775706,127.0,0.4194831013916501,145.0,0.057441950944683004,140.0,0.005223593802685613,79.0,0.0045802332251643615,101.0,0.0038578535397252693,142.0
14,normal,30,15,15,20925.12589002343,10848.928064232021,10076.197825791409,0.14218009478672988,56.0,0.07109004739336494,64.0,0.07109004739336494,57.0,20925.12589002343,109.0,10848.928064232021,102.0,10076.197825791409,122.0,0.007650882617104416,54.0,0.4359504132231405,88.0,0.06942682082026737,91.0,0.004377243053488001,115.0,0.00509698658162279,81.0,0.0042668439505833804,125.0
15,normal,29,18,11,16778.79248044717,10783.880728618915,5994.911751828255,0.13744075829383887,69.0,0.08530805687203792,18.0,0.05213270142180095,153.0,16778.79248044717,182.0,10783.880728618915,103.0,5994.911751828255,195.0,0.0069920015151162555,76.0,0.4606986899563319,22.0,0.08140921171961536,49.0,0.0020795195445984832,200.0,0.004055861216359464,121.0,0.004729940042002187,101.0
16,normal,30,16,14,23170.80625684339,13465.780864007364,9705.025392836025,0.14218009478672988,56.0,0.07582938388625593,50.0,0.06635071090047394,82.0,23170.80625684339,77.0,13465.780864007364,46.0,9705.025392836025,126.0,0.008090918469413658,42.0,0.44142259414225943,68.0,0.0767383013234972,62.0,0.004754540074816779,101.0,0.006014122802072342,50.0,0.006198509282074395,30.0
17,normal,28,18,10,18872.33626650249,13196.1140362768,5676.222230225689,0.13270142180094788,93.0,0.08530805687203792,18.0,0.047393364928909956,173.0,18872.33626650249,155.0,13196.1140362768,48.0,5676.222230225689,197.0,0.007454970615170237,57.0,0.4596949891067538,24.0,0.08534101785446828,36.0,0.0018530463064017463,206.0,0.00557171941600213,65.0,0.005921680096989727,38.0
18,normal,24,11,13,21060.773453426395,13000.996840820271,8059.776612606123,0.1137440758293839,144.0,0.05213270142180095,149.0,0.06161137440758294,105.0,21060.773453426395,104.0,13000.996840820271,54.0,8059.776612606123,161.0,0.00578000011094113,116.0,0.4203187250996016,142.0,0.05431403348223196,150.0,0.002978372464295595,171.0,0.006107266124339617,45.0,0.005270455838318619,72.0
19,normal,16,8,8,13815.928787241954,6844.365224470499,6971.563562771455,0.07582938388625593,208.0,0.037914691943127965,199.0,0.037914691943127965,201.0,13815.928787241954,201.0,6844.365224470499,188.0,6971.563562771455,180.0,0.002075539033562313,207.0,0.39811320754716983,195.0,0.03503327909228041,205.0,0.003634318916402684,143.0,0.0030179424266300837,178.0,0.0023339060379082618,205.0
20,normal,23,10,13,19412.144029907133,7530.4084354079305,11881.735594499201,0.1090047393364929,164.0,0.047393364928909956,165.0,0.06161137440758294,105.0,19412.144029907133,143.0,7530.4084354079305,179.0,11881.735594499201,77.0,0.004163043788020696,181.0,0.4097087378640777,175.0,0.04935980416784401,168.0,0.004890594363292191,93.0,0.003192112132817323,169.0,0.0030926743337478637,191.0
21,normal,20,8,12,18083.80959309775,9070.494805860591,9013.314787237161,0.09478672985781991,195.0,0.037914691943127965,199.0,0.05687203791469195,135.0,18083.80959309775,169.0,9070.494805860591,136.0,9013.314787237161,138.0,0.004176958738208789,180.0,0.3966165413533835,200.0,0.039192681381800765,196.0,0.002159777529550443,197.0,0.004027979042650638,124.0,0.004346449136344029,118.0
22,normal,31,18,13,23354.315514843227,13103.288230382212,10251.027284461014,0.14691943127962087,45.0,0.08530805687203792,18.0,0.06161137440758294,105.0,23354.315514843227,74.0,13103.288230382212,50.0,10251.027284461014,120.0,0.008538684304481358,30.0,0.4596949891067538,24.0,0.08528001837492247,37.0,0.004626012438849381,104.0,0.004677107389073384,96.0,0.0056558376919639145,50.0
23,normal,29,16,13,30632.77737383037,11329.110685371652,19303.666688458718,0.13744075829383887,69.0,0.07582938388625593,50.0,0.06161137440758294,105.0,30632.77737383037,10.0,11329.110685371652,90.0,19303.666688458718,5.0,0.00615700990864149,107.0,0.4451476793248945,60.0,0.07285887171672317,72.0,0.01151974773585337,2.0,0.0041074200078597195,118.0,0.0052372939180970884,74.0
24,normal,34,21,13,26394.88934909241,15394.118255732328,11000.771093360081,0.16113744075829384,16.0,0.0995260663507109,6.0,0.06161137440758294,105.0,26394.88934909241,35.0,15394.118255732328,24.0,11000.771093360081,100.0,0.008813216935338732,26.0,0.47845804988662133,5.0,0.10240646319887985,7.0,0.004313578661948982,117.0,0.007693814937904663,16.0,0.006027077600855102,34.0
25,normal,36,18,18,25922.822456989947,12923.461488670502,12999.360968319445,0.17061611374407584,9.0,0.08530805687203792,18.0,0.08530805687203792,16.0,25922.822456989947,37.0,12923.461488670502,58.0,12999.360968319445,55.0,0.011216796834525136,8.0,0.45670995670995673,32.0,0.09168261440051662,21.0,0.006015108144077628,50.0,0.005236695447458633,76.0,0.005807060127237531,46.0
26,normal,24,13,11,20450.203511497188,9496.524495954765,10953.679015542422,0.1137440758293839,144.0,0.06161137440758294,108.0,0.05213270142180095,153.0,20450.203511497188,122.0,9496.524495954765,125.0,10953.679015542422,102.0,0.004520775756684025,164.0,0.4323770491803279,104.0,0.06295924615541569,116.0,0.004898450292057645,92.0,0.00425908683795931,116.0,0.004073773426307043,130.0
27,normal,18,8,10,13543.441179315258,4390.430763464731,9153.010415850526,0.08530805687203792,201.0,0.037914691943127965,199.0,0.047393364928909956,173.0,13543.441179315258,204.0,4390.430763464731,209.0,9153.010415850526,137.0,0.0024969269568014046,204.0,0.38786764705882354,207.0,0.0313778467264447,207.0,0.00442525459449004,114.0,0.0016012336517063862,209.0,0.0021481313432427747,209.0
28,normal,21,11,10,17507.329636811704,10113.408644462435,7393.920992349268,0.0995260663507109,188.0,0.05213270142180095,149.0,0.047393364928909956,173.0,17507.329636811704,175.0,10113.408644462435,110.0,7393.920992349268,170.0,0.004415833764942467,170.0,0.41130604288499023,172.0,0.04858100527497794,172.0,0.0024505496735865943,188.0,0.0036428062507573335,147.0,0.004284910458975684,121.0
