node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,22,10,12,14523.43563275367,5716.442311054596,8806.993321699074,0.1042654028436019,178.0,0.047393364928909956,177.0,0.05687203791469195,136.0,0.004998430704756518,140.0,0.41130604288499023,173.0,0.04994894704366357,166.0,0.0028532273135180447,171.0,0.0022554067659795525,202.0,0.0027721143556961193,197.0
1,normal,25,12,13,20351.147161909284,8446.220315749826,11904.926846159458,0.11848341232227488,144.0,0.05687203791469195,136.0,0.06161137440758294,111.0,0.0046213424949621985,154.0,0.4306122448979592,110.0,0.0632061639485916,109.0,0.006054651331102735,49.0,0.002352227984464139,199.0,0.0042698635337649485,117.0
2,normal,32,15,17,25918.140621836617,11943.482466602125,13974.658155234494,0.15165876777251186,43.0,0.07109004739336494,71.0,0.08056872037914692,43.0,0.006373249766718563,89.0,0.4405010438413361,71.0,0.06606197495673473,99.0,0.0054147131294327525,73.0,0.005242949506089203,71.0,0.0048039006183660795,85.0
3,normal,40,16,24,31474.272080129696,12510.867641154668,18963.404438975027,0.18957345971563982,2.0,0.07582938388625593,55.0,0.1137440758293839,6.0,0.011021233286622557,13.0,0.4386694386694387,78.0,0.07088635838588449,73.0,0.008690373667277112,8.0,0.005830758870643171,50.0,0.0041191047156970695,129.0
4,normal,26,13,13,25628.617294898628,10949.394112152298,14679.223182746331,0.12322274881516589,129.0,0.06161137440758294,105.0,0.06161137440758294,111.0,0.005278840512114307,130.0,0.4254032258064516,128.0,0.05769561013652349,131.0,0.004751702371790296,97.0,0.004510267474434611,102.0,0.003945795123083003,144.0
5,normal,28,11,17,25379.01289971919,9541.862486878756,15837.150412840434,0.13270142180094788,99.0,0.05213270142180095,154.0,0.08056872037914692,43.0,0.006934918560770205,76.0,0.4245472837022133,131.0,0.0542009441202176,146.0,0.006229559653082295,47.0,0.003407783671022562,157.0,0.004076406185111718,134.0
6,normal,28,9,19,25559.655402246048,9924.105096347572,15635.550305898478,0.13270142180094788,99.0,0.04265402843601896,191.0,0.09004739336492892,21.0,0.008125776728046144,42.0,0.41130604288499023,173.0,0.046212162708788466,181.0,0.005666273549820995,64.0,0.003210231407255129,167.0,0.005383343926261287,64.0
7,normal,24,12,12,21182.368389353906,11474.538007244544,9707.83038210936,0.1137440758293839,155.0,0.05687203791469195,136.0,0.05687203791469195,136.0,0.004132733072437697,168.0,0.4153543307086614,159.0,0.05669539193754804,136.0,0.004795429986091285,95.0,0.005076375179105314,79.0,0.0053276827397746186,69.0
8,vulcano,27,6,21,23811.43005344878,5094.636622536617,18716.793430912163,0.1279620853080569,114.0,0.028436018957345974,208.0,0.0995260663507109,9.0,0.003766948334697256,180.0,0.3871559633027523,207.0,0.032701675074585,207.0,0.008174529001746112,13.0,0.0021811368799553536,203.0,0.002445936540560389,207.0
9,normal,20,11,9,18957.21819084366,8717.47760720034,10239.74058364332,0.09478672985781991,197.0,0.05213270142180095,154.0,0.04265402843601896,183.0,0.0034000458204876405,190.0,0.412109375,170.0,0.047737404656546516,174.0,0.004489570094678112,109.0,0.004700846428966122,93.0,0.00309234824860814,182.0
10,normal,28,13,15,22993.488205582275,8684.290978367411,14309.197227214861,0.13270142180094788,99.0,0.06161137440758294,105.0,0.07109004739336494,77.0,0.0052762467096048584,131.0,0.43685300207039335,85.0,0.06353118848783232,106.0,0.008449595241668592,10.0,0.003373189171461443,160.0,0.0038776466747059693,147.0
11,normal,30,13,17,23165.676567682007,9822.725737748238,13342.950829933769,0.14218009478672988,65.0,0.06161137440758294,105.0,0.08056872037914692,43.0,0.007028577740732956,71.0,0.4359504132231405,90.0,0.067713491965422,91.0,0.004796187144669682,94.0,0.003919646227949616,128.0,0.004158185618968463,125.0
12,normal,29,14,15,23169.231403758997,9836.25211694404,13332.979286814956,0.13744075829383887,76.0,0.06635071090047394,92.0,0.07109004739336494,77.0,0.007478026327679695,55.0,0.42973523421588594,113.0,0.061655902055556974,117.0,0.005549200485321184,68.0,0.0038108852283339385,137.0,0.00413175809352831,127.0
13,normal,31,11,20,24209.658984795118,9913.5126757375,14296.146309057618,0.14691943127962087,56.0,0.05213270142180095,154.0,0.09478672985781991,12.0,0.008014332531554131,44.0,0.4161735700197239,157.0,0.05232164791809968,159.0,0.005928442582216086,55.0,0.00317673647371716,171.0,0.004609511988043746,97.0
14,normal,29,16,13,22119.38739257722,13431.79037202927,8687.59702054795,0.13744075829383887,76.0,0.07582938388625593,55.0,0.06161137440758294,111.0,0.006546334216088686,86.0,0.4518201284796574,46.0,0.08561299652117041,34.0,0.004389852790202319,115.0,0.006128635171356416,39.0,0.0054792522281219514,61.0
15,normal,22,16,6,19084.279662718815,12452.989926100327,6631.289736618488,0.1042654028436019,178.0,0.07582938388625593,55.0,0.028436018957345974,206.0,0.00302502621429537,196.0,0.44608879492600423,55.0,0.0720770370349982,69.0,0.0032607139472402456,159.0,0.003656760792499985,145.0,0.005786646301252445,49.0
16,normal,21,10,11,15231.427058060639,6725.37323218664,8506.053825873998,0.0995260663507109,188.0,0.047393364928909956,177.0,0.05213270142180095,151.0,0.0037401870680568642,182.0,0.4153543307086614,159.0,0.05033991994127938,164.0,0.002777170733164447,174.0,0.003235542648965993,166.0,0.003204807842163336,176.0
17,vulcano,29,1,28,25580.154977850085,863.3650380269447,24716.78993982314,0.13744075829383887,76.0,0.004739336492890996,212.0,0.13270142180094788,2.0,0.0009611320606984548,212.0,0.3231240428790199,212.0,0.007204923472026735,212.0,0.01210399755106257,1.0,0.000299780869452885,212.0,0.00110903465111283,212.0
18,normal,25,16,9,17214.21929255055,10933.6743620397,6280.544930510851,0.11848341232227488,144.0,0.07582938388625593,55.0,0.04265402843601896,183.0,0.005181193510569801,134.0,0.4432773109243697,63.0,0.0758846497213336,63.0,0.0023847199230769183,188.0,0.005184308335588579,73.0,0.004578876057219435,100.0
