node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,31,14,17,20242.71074306954,7018.9750630928165,13223.735679976724,0.14691943127962087,42.0,0.06635071090047394,75.0,0.08056872037914692,29.0,0.008768706732903045,25.0,0.4395833333333333,66.0,0.07356361211958548,67.0,0.005871403452936312,52.0,0.0018770584982343958,202.0,0.006057973797322263,34.0
1,normal,37,14,23,31745.79166652936,13427.338215153288,18318.45345137607,0.17535545023696683,2.0,0.06635071090047394,75.0,0.1090047393364929,3.0,0.009840138838186071,13.0,0.4432773109243697,48.0,0.0784959647704037,42.0,0.007529172155030123,19.0,0.005764095403724453,58.0,0.006309295750446976,29.0
2,normal,30,17,13,22936.307193717428,14203.390643766854,8732.916549950574,0.14218009478672988,53.0,0.08056872037914692,26.0,0.06161137440758294,98.0,0.008025511960791135,47.0,0.45278969957081544,27.0,0.07880420331391888,40.0,0.0027552649399706286,181.0,0.0060830180872027,45.0,0.005745349278000228,45.0
3,normal,25,10,15,26055.938517155322,8809.627477888986,17246.311039266337,0.11848341232227488,136.0,0.047393364928909956,178.0,0.07109004739336494,55.0,0.006022109566282087,104.0,0.41291585127201563,175.0,0.05102054600201224,175.0,0.008558665968099198,11.0,0.003171526191457592,170.0,0.004024508034749801,150.0
4,normal,30,20,10,19453.255095356646,13826.85895294464,5626.396142412005,0.14218009478672988,53.0,0.09478672985781991,8.0,0.047393364928909956,176.0,0.0065945678466741335,82.0,0.4557235421166307,22.0,0.0898164959244614,23.0,0.0020829528956421398,204.0,0.006363478219438652,36.0,0.004860931026073469,83.0
5,normal,24,13,11,19989.838869105748,14628.560272295192,5361.278596810556,0.1137440758293839,153.0,0.06161137440758294,106.0,0.05213270142180095,155.0,0.005348324802834073,131.0,0.4279918864097363,123.0,0.06076700812068855,134.0,0.0019486633979603387,205.0,0.007375303787248277,18.0,0.0046549760465943195,106.0
6,normal,30,18,12,21709.79710162441,13364.655376187886,8345.141725436522,0.14218009478672988,53.0,0.08530805687203792,18.0,0.05687203791469195,127.0,0.007291599523637718,63.0,0.4596949891067538,17.0,0.09013429606528794,22.0,0.002980075107274734,173.0,0.006111796066747946,44.0,0.005282582137307145,63.0
7,normal,32,15,17,22608.937803382178,10029.867389859188,12579.070413522992,0.15165876777251186,32.0,0.07109004739336494,50.0,0.08056872037914692,29.0,0.007489209489585318,59.0,0.44234800838574423,55.0,0.07359757372024765,66.0,0.005587832148837634,61.0,0.004737816034317595,104.0,0.004090402048919162,142.0
8,normal,21,11,10,14230.708815472264,5267.905099774087,8962.803715698177,0.0995260663507109,189.0,0.05213270142180095,164.0,0.047393364928909956,176.0,0.003847016420551571,191.0,0.4153543307086614,165.0,0.05757703584208659,149.0,0.003073524840812468,168.0,0.0025895150546080287,182.0,0.0023950728245306467,206.0
9,normal,20,12,8,17786.049017503683,13618.224749969282,4167.8242675344,0.09478672985781991,199.0,0.05687203791469195,135.0,0.037914691943127965,204.0,0.0035552596065667316,195.0,0.4271255060728745,128.0,0.06064326082043974,136.0,0.0015120306839644974,210.0,0.006461278059205973,34.0,0.005502956397992496,58.0
10,normal,35,20,15,33232.95399724277,19844.94314652134,13388.01085072143,0.16587677725118485,12.0,0.09478672985781991,8.0,0.07109004739336494,55.0,0.012132000102344338,4.0,0.47737556561085975,4.0,0.09517488560605693,13.0,0.00541523785329833,69.0,0.009522130422680084,4.0,0.0076270919728420195,5.0
11,normal,30,12,18,21748.40020666909,7621.516854400583,14126.883352268505,0.14218009478672988,53.0,0.05687203791469195,135.0,0.08530805687203792,17.0,0.006469737544180049,86.0,0.4161735700197239,163.0,0.05714531667267383,153.0,0.006017767024180921,47.0,0.0035808274288705935,152.0,0.003091246102397819,189.0
12,normal,25,12,13,18387.528145713466,10014.449068277649,8373.079077435817,0.11848341232227488,136.0,0.05687203791469195,135.0,0.06161137440758294,98.0,0.004747836545590052,163.0,0.43775933609958506,78.0,0.06549090353050946,111.0,0.0033669528675991886,158.0,0.004764074703481549,101.0,0.0046336165863386704,110.0
13,normal,30,13,17,31142.50857137339,9929.285725121645,21213.222846251745,0.14218009478672988,53.0,0.06161137440758294,106.0,0.08056872037914692,29.0,0.008106623338674979,43.0,0.4395833333333333,66.0,0.0665538608520984,103.0,0.010251970216147299,3.0,0.003749547643418111,144.0,0.004668240894905162,103.0
14,normal,26,10,16,19058.584035824475,9003.85349504354,10054.730540780934,0.12322274881516589,112.0,0.047393364928909956,178.0,0.07582938388625593,44.0,0.005308977639035898,134.0,0.40733590733590735,186.0,0.04894296171299314,183.0,0.004485630667726662,105.0,0.0033965057155905197,160.0,0.004159492276826384,139.0
15,normal,26,14,12,21487.443807607255,13769.782254509193,7717.661553098061,0.12322274881516589,112.0,0.06635071090047394,75.0,0.05687203791469195,127.0,0.0056115096373992495,118.0,0.433264887063655,100.0,0.06297805982122141,122.0,0.0026828541346312594,185.0,0.006072799328533135,47.0,0.005253102290838475,69.0
16,normal,32,15,17,29122.02608060886,14265.87242480752,14856.15365580134,0.15165876777251186,32.0,0.07109004739336494,50.0,0.08056872037914692,29.0,0.008653348233296283,29.0,0.43685300207039335,82.0,0.06612347581421044,105.0,0.007500050012849856,20.0,0.006843859430828389,25.0,0.005269381179992656,65.0
17,normal,24,12,12,15829.644740808428,7699.516725802602,8130.1280150058265,0.1137440758293839,153.0,0.05687203791469195,135.0,0.05687203791469195,127.0,0.005138338291908788,146.0,0.41453831041257366,171.0,0.06279295282101321,123.0,0.004162373244685259,115.0,0.0029258425823759215,176.0,0.004073035168153352,144.0
18,normal,27,16,11,19231.338280381482,11451.922063838374,7779.41621654311,0.1279620853080569,95.0,0.07582938388625593,34.0,0.05213270142180095,155.0,0.005301273055896654,135.0,0.45376344086021503,26.0,0.08290426836250278,32.0,0.0035225801051700055,152.0,0.006898846079897994,24.0,0.0044094501133755395,121.0
19,normal,22,7,15,19163.34620052275,6602.248713354075,12561.097487168674,0.1042654028436019,182.0,0.03317535545023697,207.0,0.07109004739336494,55.0,0.0038008762408422675,192.0,0.3885819521178637,208.0,0.03497190808496647,208.0,0.004881812953753635,87.0,0.002430890811277223,185.0,0.0036964082927046027,166.0
20,normal,30,14,16,14996.404578795788,5647.557870491558,9348.84670830423,0.14218009478672988,53.0,0.06635071090047394,75.0,0.07582938388625593,44.0,0.00832005612615225,33.0,0.4350515463917526,90.0,0.0702257144809115,84.0,0.0037126860595310244,142.0,0.0018573050436946187,203.0,0.003365292579327179,173.0
21,normal,26,13,13,27406.326706377396,11134.687241147309,16271.639465230086,0.12322274881516589,112.0,0.06161137440758294,106.0,0.06161137440758294,98.0,0.0062574142845350615,92.0,0.43149284253578735,111.0,0.06801301348482362,91.0,0.007642365038116499,17.0,0.0050454276826174625,89.0,0.004912386270205182,81.0
22,normal,24,11,13,18827.941207568518,10273.420677008105,8554.520530560412,0.1137440758293839,153.0,0.05213270142180095,164.0,0.06161137440758294,98.0,0.004747011844741681,164.0,0.41130604288499023,179.0,0.050829806856834074,176.0,0.003176545793251799,166.0,0.004375137391628818,119.0,0.004076601679224661,143.0
23,normal,29,16,13,27713.853126585374,15627.553815740075,12086.299310845301,0.13744075829383887,67.0,0.07582938388625593,34.0,0.06161137440758294,98.0,0.008735949618635072,26.0,0.45670995670995673,21.0,0.07588655111849262,54.0,0.004812603749829107,91.0,0.005895175411271463,52.0,0.007544841539845088,7.0
24,normal,31,16,15,23335.080774278606,11073.150008868683,12261.930765409923,0.14691943127962087,42.0,0.07582938388625593,34.0,0.07109004739336494,55.0,0.008030048444771223,46.0,0.4432773109243697,48.0,0.07243263771637047,71.0,0.006112162038786086,42.0,0.003944941274170645,140.0,0.0048114243673197405,88.0
25,normal,28,19,9,21147.107076024284,13191.947597595094,7955.159478429189,0.13270142180094788,77.0,0.09004739336492892,14.0,0.04265402843601896,194.0,0.005300663161523828,136.0,0.46271929824561403,15.0,0.09067521155472012,21.0,0.003028692664149763,172.0,0.006194967566066461,40.0,0.005037589994278662,77.0
26,normal,32,12,20,20884.759549856433,8443.575092902349,12441.184456954083,0.15165876777251186,32.0,0.05687203791469195,135.0,0.09478672985781991,9.0,0.007706135176250902,54.0,0.4203187250996016,150.0,0.05729945985937135,151.0,0.005436692517734127,67.0,0.0037047033819115256,147.0,0.003858427689427865,159.0
27,normal,18,10,8,13611.183124280247,5509.272823563559,8101.910300716688,0.08530805687203792,206.0,0.047393364928909956,178.0,0.037914691943127965,204.0,0.0023182895029899096,209.0,0.41130604288499023,179.0,0.0504962766237154,178.0,0.002451002433150621,197.0,0.0019954719842718675,199.0,0.0029137485621797852,192.0
28,normal,33,15,18,24827.31582898343,12003.030882173047,12824.284946810381,0.15639810426540285,22.0,0.07109004739336494,50.0,0.08530805687203792,17.0,0.007983964804878315,50.0,0.44142259414225943,57.0,0.07143114880830351,79.0,0.006772251196980519,28.0,0.005013145856520233,91.0,0.005297738344992366,62.0
29,normal,27,13,14,16643.290231618394,6700.970342491296,9942.319889127099,0.1279620853080569,95.0,0.06161137440758294,106.0,0.06635071090047394,73.0,0.005504307753263195,123.0,0.4245472837022133,137.0,0.06051805148983447,137.0,0.004664610034590371,99.0,0.0030025983257371243,173.0,0.0027048074989603436,197.0
30,normal,33,15,18,25628.87695728409,11235.351253326404,14393.525703957688,0.15639810426540285,22.0,0.07109004739336494,50.0,0.08530805687203792,17.0,0.008337398095815378,32.0,0.43685300207039335,82.0,0.06743811400599123,96.0,0.007899342444909366,15.0,0.005099222751211554,86.0,0.004629064022419271,111.0
31,normal,18,7,11,11011.635753879533,3745.2986239676443,7266.337129911889,0.08530805687203792,206.0,0.03317535545023697,207.0,0.05213270142180095,155.0,0.002634522472870702,205.0,0.3914656771799629,207.0,0.0373544454912708,206.0,0.002860182927159904,178.0,0.0011853944646165817,210.0,0.002743177013682387,196.0
32,normal,26,10,16,25073.74522736916,9697.477388465333,15376.267838903826,0.12322274881516589,112.0,0.047393364928909956,178.0,0.07582938388625593,44.0,0.007211939805870888,66.0,0.41291585127201563,175.0,0.05023502231537337,179.0,0.005681120271201261,58.0,0.005686980240699074,62.0,0.004765763481654453,95.0
33,normal,30,15,15,20353.324004974515,11276.053432398116,9077.270572576399,0.14218009478672988,53.0,0.07109004739336494,50.0,0.07109004739336494,55.0,0.008122695271683111,42.0,0.4432773109243697,48.0,0.07493516952348722,57.0,0.003028695649110603,171.0,0.004409083947781179,116.0,0.004657301388119931,105.0
34,normal,29,14,15,18858.491891308877,9658.03605967428,9200.4558316346,0.13744075829383887,67.0,0.06635071090047394,75.0,0.07109004739336494,55.0,0.008270426973071144,36.0,0.43685300207039335,82.0,0.07234683590143913,72.0,0.003071054473402075,169.0,0.0038151418267740014,142.0,0.00507128103749151,76.0
35,normal,26,12,14,22570.51545650814,10206.933629051015,12363.581827457123,0.12322274881516589,112.0,0.05687203791469195,135.0,0.06635071090047394,73.0,0.005214615445947518,143.0,0.42115768463073855,145.0,0.0572604460415913,152.0,0.005791004038099439,53.0,0.0040295277990630264,133.0,0.004415333274188193,120.0
36,normal,31,14,17,20803.980419476407,9918.023910866772,10885.956508609635,0.14691943127962087,42.0,0.06635071090047394,75.0,0.08056872037914692,29.0,0.0071656005255878955,68.0,0.4262626262626263,130.0,0.055669495502308965,161.0,0.004856517419837834,89.0,0.004118993444741984,129.0,0.003580441108476366,170.0
37,normal,25,13,12,20273.170767321775,10093.157770439311,10180.012996882464,0.11848341232227488,136.0,0.06161137440758294,106.0,0.05687203791469195,127.0,0.004965642876051546,158.0,0.4194831013916501,153.0,0.06032106403398004,138.0,0.00426969479931176,112.0,0.003748503673377371,145.0,0.004043467857373878,147.0
38,normal,37,18,19,32186.93197453516,15804.707905444564,16382.224069090596,0.17535545023696683,2.0,0.08530805687203792,18.0,0.09004739336492892,14.0,0.012863244054317336,2.0,0.44989339019189767,30.0,0.08857219824013952,26.0,0.00633855264636478,37.0,0.005237847050464521,84.0,0.0075642705065426495,6.0
39,normal,29,17,12,28214.421424168126,18491.00654101539,9723.414883152733,0.13744075829383887,67.0,0.08056872037914692,26.0,0.05687203791469195,127.0,0.006783357067325504,76.0,0.4432773109243697,48.0,0.08446519514646415,29.0,0.0040928475691961765,120.0,0.0075225053114382386,16.0,0.008121696630361136,3.0
40,normal,28,16,12,20967.327612883197,14183.935104786899,6783.392508096297,0.13270142180094788,77.0,0.07582938388625593,34.0,0.05687203791469195,127.0,0.00667441276920968,80.0,0.4386694386694387,71.0,0.07808060898710704,45.0,0.0022552415938694396,201.0,0.0060054755808713525,49.0,0.005785251219278627,42.0
41,normal,27,14,13,18478.194385106308,10685.609629191293,7792.584755915015,0.1279620853080569,95.0,0.06635071090047394,75.0,0.06161137440758294,98.0,0.006247635669163753,94.0,0.4262626262626263,130.0,0.06078659748002737,133.0,0.003979934383912679,126.0,0.0036099094330976672,150.0,0.005529570110772335,56.0
42,normal,28,15,13,28762.78941445471,15249.763911768756,13513.025502685954,0.13270142180094788,77.0,0.07109004739336494,50.0,0.06161137440758294,98.0,0.007283628321964443,65.0,0.4432773109243697,48.0,0.07212295613005036,74.0,0.004906443596985662,85.0,0.0062887239097028655,38.0,0.00612139827640478,33.0
43,normal,25,10,15,17947.062856026612,6509.132971856239,11437.929884170371,0.11848341232227488,136.0,0.047393364928909956,178.0,0.07109004739336494,55.0,0.005087357995606366,147.0,0.4049904030710173,192.0,0.04548607474745429,191.0,0.0059312406132657125,50.0,0.0026179967249458603,180.0,0.003337870605444308,174.0
44,normal,26,14,12,20043.48306393229,11904.745683481251,8138.737380451037,0.12322274881516589,112.0,0.06635071090047394,75.0,0.05687203791469195,127.0,0.004669852991643852,166.0,0.4323770491803279,105.0,0.06368793258857239,119.0,0.0038598573284214263,130.0,0.007961778260126302,13.0,0.004021664844929166,151.0
45,normal,32,14,18,21679.528898446577,7995.060061924899,13684.468836521679,0.15165876777251186,32.0,0.06635071090047394,75.0,0.08530805687203792,17.0,0.007994903444859288,49.0,0.4359504132231405,86.0,0.07131567593065366,80.0,0.005946992699875558,49.0,0.003975008201666901,137.0,0.0035979853247286872,169.0
46,normal,26,14,12,21477.651550994586,12104.41876988624,9373.232781108345,0.12322274881516589,112.0,0.06635071090047394,75.0,0.05687203791469195,127.0,0.006466028590377004,87.0,0.433264887063655,100.0,0.06797430795983277,92.0,0.0034725042331719886,153.0,0.005306181085532905,80.0,0.004422223894769948,119.0
47,normal,26,15,11,17834.425582072858,9005.240795416186,8829.184786656671,0.12322274881516589,112.0,0.07109004739336494,50.0,0.05213270142180095,155.0,0.00528377711324833,137.0,0.4359504132231405,86.0,0.07078606047361091,81.0,0.0038081892260102596,134.0,0.0034652800680421226,157.0,0.004171648192311433,137.0
48,normal,24,15,9,17459.505996532636,10324.249898070777,7135.256098461859,0.1137440758293839,153.0,0.07109004739336494,50.0,0.04265402843601896,194.0,0.004303001399599975,180.0,0.4395833333333333,66.0,0.07797646521077269,46.0,0.0026453956287802046,187.0,0.004864950019671117,97.0,0.004255144965580887,133.0
49,normal,23,14,9,22290.03071243211,12534.6590943133,9755.371618118812,0.1090047393364929,173.0,0.06635071090047394,75.0,0.04265402843601896,194.0,0.0046103837801510904,169.0,0.42115768463073855,145.0,0.061890242620761614,130.0,0.0037178919431600753,141.0,0.004655405763539317,106.0,0.0045266993298083485,118.0
