node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,intermediary,35,17,18,21713.21322673161,11192.12838494769,10521.084841783919,0.16587677725118485,16.0,0.08056872037914692,33.0,0.08530805687203792,17.0,0.008741565840019545,27.0,0.44142259414225943,85.0,0.06785051179517469,97.0,0.003492514551020746,156.0,0.004116177272334537,120.0,0.004507402936842215,114.0
1,normal,30,15,15,23008.732008186682,9959.8629929735,13048.869015213182,0.14218009478672988,56.0,0.07109004739336494,65.0,0.07109004739336494,60.0,0.006720092448613694,77.0,0.4470338983050847,56.0,0.0781870766665081,53.0,0.0064275504063631885,37.0,0.004613375582003724,105.0,0.004536122500882908,111.0
2,normal,23,10,13,17467.619970576055,6820.400862248245,10647.21910832781,0.1090047393364929,175.0,0.047393364928909956,168.0,0.06161137440758294,113.0,0.0043705088150618205,170.0,0.41050583657587547,171.0,0.04724904852348203,175.0,0.006179521269650612,45.0,0.0023720406383155646,193.0,0.0036401156897342126,163.0
3,normal,30,13,17,27959.516303045,11869.497124508538,16090.019178536459,0.14218009478672988,56.0,0.06161137440758294,113.0,0.08056872037914692,26.0,0.0069190178392857385,70.0,0.4271255060728745,134.0,0.05878709678760674,136.0,0.007175769963226065,22.0,0.005583388575159006,68.0,0.005402667697903206,65.0
4,normal,18,11,7,12890.70857038219,8006.57468668931,4884.133883692882,0.08530805687203792,203.0,0.05213270142180095,153.0,0.03317535545023697,210.0,0.002519622219503814,205.0,0.42369477911646586,142.0,0.05826818175264443,140.0,0.002826282401599847,183.0,0.0031412665824079654,168.0,0.0036307765113996037,164.0
5,normal,29,16,13,21452.130163512527,10017.797231463339,11434.33293204919,0.13744075829383887,70.0,0.07582938388625593,46.0,0.06161137440758294,113.0,0.007051104427945247,67.0,0.4470338983050847,56.0,0.07614923676515663,57.0,0.004807414696891802,94.0,0.003776272045523863,137.0,0.0045530533963964994,108.0
6,normal,26,12,14,14796.793322663,5792.458041053527,9004.335281609472,0.12322274881516589,120.0,0.05687203791469195,130.0,0.06635071090047394,90.0,0.005587165280650711,121.0,0.43685300207039335,99.0,0.0722094684381071,78.0,0.003440383116513405,157.0,0.002532024604376528,187.0,0.0033024767937190032,176.0
7,normal,22,11,11,19144.741596428157,8500.180944190462,10644.560652237695,0.1042654028436019,183.0,0.05213270142180095,153.0,0.05213270142180095,153.0,0.003843533306799946,182.0,0.41699604743083,158.0,0.05252078830124884,156.0,0.004287715807364307,116.0,0.0038488652787873204,131.0,0.0035525332893077393,169.0
8,normal,32,21,11,26594.685394695007,18327.536558818698,8267.148835876309,0.15165876777251186,33.0,0.0995260663507109,7.0,0.05213270142180095,153.0,0.007725422968556101,49.0,0.4806378132118451,8.0,0.10896634482567957,5.0,0.003281188965461317,166.0,0.00813580333778154,13.0,0.008225377863458902,5.0
9,normal,26,12,14,17363.17263599224,6384.461972157511,10978.710663834729,0.12322274881516589,120.0,0.05687203791469195,130.0,0.06635071090047394,90.0,0.00569670181138805,117.0,0.42115768463073855,146.0,0.04943195946584392,169.0,0.0052799423496917245,72.0,0.0024894041291467616,189.0,0.0029163187527121185,191.0
10,normal,33,22,11,27702.06412968797,17995.085749549507,9706.978380138464,0.15639810426540285,27.0,0.1042654028436019,6.0,0.05213270142180095,153.0,0.008501883285791939,32.0,0.4668141592920354,19.0,0.09798472126705907,14.0,0.003356944736351232,164.0,0.007516822618878203,17.0,0.007397894947391614,11.0
11,normal,32,14,18,27169.0650789996,11224.598658203115,15944.466420796483,0.15165876777251186,33.0,0.06635071090047394,86.0,0.08530805687203792,17.0,0.007295615295483237,61.0,0.43149284253578735,123.0,0.06124120408482421,125.0,0.008187316204916242,9.0,0.004031064619043237,122.0,0.004794271447841021,93.0
12,normal,28,13,15,21819.065443754265,10000.19355994243,11818.871883811835,0.13270142180094788,86.0,0.06161137440758294,113.0,0.07109004739336494,60.0,0.006294086039312458,89.0,0.4271255060728745,134.0,0.057710212560174036,142.0,0.0040780999937695545,127.0,0.0053730596615301045,72.0,0.0037415500394357886,155.0
13,normal,27,16,11,16368.104745999157,9077.364391588628,7290.74035441053,0.1279620853080569,103.0,0.07582938388625593,46.0,0.05213270142180095,153.0,0.00538511328746438,130.0,0.4405010438413361,91.0,0.07411017170216026,63.0,0.0022928377018926593,198.0,0.0037765765717686127,136.0,0.0038356166732488534,149.0
14,intermediary,31,17,14,18759.29257648095,8118.084934111374,10641.207642369578,0.14691943127962087,46.0,0.08056872037914692,33.0,0.06635071090047394,90.0,0.006251088922059257,93.0,0.45376344086021503,40.0,0.07856306616373021,50.0,0.005548212858050031,61.0,0.0033169178079721375,159.0,0.003908999475701128,145.0
15,normal,30,15,15,23833.35980729141,12011.228524857243,11822.131282434166,0.14218009478672988,56.0,0.07109004739336494,65.0,0.07109004739336494,60.0,0.006847600312899942,73.0,0.4405010438413361,91.0,0.07726140466312469,55.0,0.004380633377020483,112.0,0.006614412969608384,33.0,0.004460180654380225,117.0
16,normal,21,11,10,17545.000693585098,9127.015347659375,8417.985345925723,0.0995260663507109,189.0,0.05213270142180095,153.0,0.047393364928909956,179.0,0.00391564945686326,180.0,0.4254032258064516,140.0,0.05504687475534606,149.0,0.003362672669635752,163.0,0.003745777916637647,141.0,0.004969562143050486,83.0
