node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,20,8,12,12543.37073357692,4108.680164425807,8434.690569151113,0.09478672985781991,190.0,0.037914691943127965,199.0,0.05687203791469195,125.0,12543.37073357692,207.0,4108.680164425807,210.0,8434.690569151113,157.0,0.003270573338514351,197.0,0.3857404021937843,211.0,0.035200045297657724,209.0,0.003259478497570396,169.0,0.001333929990284884,211.0,0.002140017213751491,211.0
1,normal,34,16,18,23761.495078982,9344.399200771033,14417.095878210966,0.16113744075829384,14.0,0.07582938388625593,47.0,0.08530805687203792,21.0,23761.495078982,69.0,9344.399200771033,132.0,14417.095878210966,38.0,0.010533069459979628,10.0,0.44608879492600423,50.0,0.07762323565117017,53.0,0.005796544157626391,58.0,0.0037481914743984117,136.0,0.004340733776244156,119.0
2,normal,31,16,15,23598.898750506247,11264.375058638707,12334.52369186754,0.14691943127962087,44.0,0.07582938388625593,47.0,0.07109004739336494,66.0,23598.898750506247,71.0,11264.375058638707,97.0,12334.52369186754,63.0,0.008135425532412454,46.0,0.4596949891067538,26.0,0.08682790867435425,34.0,0.006834911960326459,31.0,0.004378014002344883,107.0,0.0055439529019483645,65.0
3,normal,38,19,19,26123.18330067081,13146.86142340112,12976.321877269691,0.18009478672985785,3.0,0.09004739336492892,12.0,0.09004739336492892,13.0,26123.18330067081,37.0,13146.86142340112,60.0,12976.321877269691,52.0,0.011673325875622337,4.0,0.46578366445916114,16.0,0.09476118145639191,17.0,0.0058099890959466246,56.0,0.0055120191173516605,70.0,0.006244145589043846,33.0
4,normal,37,16,21,32126.05542330583,13795.388407073418,18330.66701623241,0.17535545023696683,8.0,0.07582938388625593,47.0,0.0995260663507109,5.0,32126.05542330583,6.0,13795.388407073418,46.0,18330.66701623241,7.0,0.011342216844541656,7.0,0.43685300207039335,82.0,0.0697025897024936,84.0,0.00806032437257871,12.0,0.007573220361811565,17.0,0.005755184755973422,55.0
5,normal,23,13,10,20237.07036628495,9393.03774259523,10844.032623689718,0.1090047393364929,166.0,0.06161137440758294,101.0,0.047393364928909956,174.0,20237.07036628495,123.0,9393.03774259523,129.0,10844.032623689718,103.0,0.004077804473556003,177.0,0.4262626262626263,125.0,0.05941410705841042,140.0,0.0047126522425094625,89.0,0.003963360933482232,126.0,0.003289168552472484,172.0
6,normal,22,12,10,14175.5305729163,8290.109521691254,5885.421051225045,0.1042654028436019,178.0,0.05687203791469195,128.0,0.047393364928909956,174.0,14175.5305729163,197.0,8290.109521691254,156.0,5885.421051225045,194.0,0.005689206035308057,120.0,0.4203187250996016,148.0,0.059391778896969886,142.0,0.0017824908025177394,206.0,0.004175774994957381,116.0,0.0036665159632510115,155.0
7,normal,28,10,18,24008.699650320203,6977.369973754949,17031.329676565256,0.13270142180094788,85.0,0.047393364928909956,167.0,0.08530805687203792,21.0,24008.699650320203,64.0,6977.369973754949,179.0,17031.329676565256,12.0,0.005426790900676187,132.0,0.40576923076923077,185.0,0.04725934371033207,180.0,0.008770198463441231,9.0,0.002314700502202113,197.0,0.0033348956969469507,170.0
8,normal,38,18,20,33795.95351743916,14503.145546561003,19292.80797087815,0.18009478672985785,3.0,0.08530805687203792,23.0,0.09478672985781991,9.0,33795.95351743916,3.0,14503.145546561003,41.0,19292.80797087815,6.0,0.012269483487704404,2.0,0.4688888888888889,14.0,0.09891783515644449,12.0,0.010125414513205524,2.0,0.005644796572062352,60.0,0.00754382397858223,6.0
9,normal,34,18,16,29280.2701424485,14612.37190645155,14667.89823599695,0.16113744075829384,14.0,0.08530805687203792,23.0,0.07582938388625593,43.0,29280.2701424485,16.0,14612.37190645155,39.0,14667.89823599695,35.0,0.009351691549989832,23.0,0.4606986899563319,24.0,0.0910687891501912,22.0,0.007447167774316151,20.0,0.008336356473759942,8.0,0.0055244737923594075,66.0
