node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,25,14,11,17174.17471461685,10105.432679971173,7068.7420346456765,0.11848341232227488,142.0,0.06635071090047394,74.0,0.05213270142180095,152.0,0.005394578643598288,136.0,0.42886178861788615,111.0,0.06459349037799948,107.0,0.0023056102810230447,192.0,0.004371861332179312,111.0,0.004337675032884194,119.0
1,normal,33,21,12,25491.42935970148,15365.693643136157,10125.735716565323,0.15639810426540285,19.0,0.0995260663507109,4.0,0.05687203791469195,136.0,0.008849411486858276,25.0,0.4817351598173516,1.0,0.10652414779266578,5.0,0.003625474852205717,149.0,0.00567179099605583,55.0,0.007247989676451942,12.0
2,normal,36,18,18,29844.777665545043,14359.723286285556,15485.054379259485,0.17061611374407584,4.0,0.08530805687203792,23.0,0.08530805687203792,18.0,0.010241355313205037,6.0,0.4518201284796574,37.0,0.0853936150984251,32.0,0.0076355375914687875,20.0,0.005632004604384604,58.0,0.005568117910176132,57.0
3,normal,32,14,18,24230.877079595044,11736.000462932545,12494.8766166625,0.15165876777251186,30.0,0.06635071090047394,74.0,0.08530805687203792,18.0,0.00814649573742926,42.0,0.422,139.0,0.060340087462653506,127.0,0.004684731400348334,98.0,0.0048216593241174185,88.0,0.004625053673534516,106.0
4,normal,25,12,13,21973.40942072482,11283.126966818536,10690.282453906286,0.11848341232227488,142.0,0.05687203791469195,128.0,0.06161137440758294,112.0,0.004811000336338432,154.0,0.412109375,173.0,0.055562447904272054,156.0,0.005562133093561561,63.0,0.005393296595243581,66.0,0.0037815915896759773,156.0
5,normal,32,14,18,22761.682613253688,8412.757821134419,14348.92479211927,0.15165876777251186,30.0,0.06635071090047394,74.0,0.08530805687203792,18.0,0.007621783408163615,57.0,0.4271255060728745,121.0,0.05901266239796501,134.0,0.006372134002842729,37.0,0.003486365175200773,151.0,0.0035106512859250146,172.0
6,normal,26,13,13,19827.69911933235,9786.2443191504,10041.454800181948,0.12322274881516589,129.0,0.06161137440758294,102.0,0.06161137440758294,112.0,0.006250660589182966,112.0,0.4306122448979592,107.0,0.0663281900393879,97.0,0.004696298769893968,97.0,0.00412672398708047,121.0,0.004699138910876635,101.0
7,normal,24,11,13,21237.182868806747,8986.565755489999,12250.617113316746,0.1137440758293839,157.0,0.05213270142180095,156.0,0.06161137440758294,112.0,0.004466224521849913,167.0,0.4153543307086614,163.0,0.055208609831161964,157.0,0.004437247273442946,111.0,0.0029885290744144045,176.0,0.0035823118118063326,171.0
8,normal,30,10,20,26962.986252391434,9659.651820356676,17303.33443203476,0.14218009478672988,55.0,0.047393364928909956,180.0,0.09478672985781991,7.0,0.007212088889867182,79.0,0.4161735700197239,160.0,0.051870468286970305,176.0,0.009887715410383078,3.0,0.003269719707460275,161.0,0.004815408549555377,94.0
9,normal,29,14,15,22773.1358682051,11588.377740931279,11184.75812727382,0.13744075829383887,71.0,0.06635071090047394,74.0,0.07109004739336494,60.0,0.007027877041377048,87.0,0.44142259414225943,61.0,0.06678405161110568,94.0,0.0034273006074943893,158.0,0.005126965001680166,78.0,0.004092607896646426,137.0
