node_id,type,deg,indeg,outdeg,stre,instre,outstre,degree,degree_rank,indegree,indegree_rank,outdegree,outdegree_rank,strength,strength_rank,instrength,instrength_rank,outstrength,outstrength_rank,betweenness,betweenness_rank,closeness,closeness_rank,eigenvector,eigenvector_rank,hits_hubs,hits_hubs_rank,hits_authorities,hits_authorities_rank,pagerank,pagerank_rank
0,normal,19,9,10,16517.858731764605,6464.964492561637,10052.894239202968,0.09004739336492892,202.0,0.04265402843601896,186.0,0.047393364928909956,167.0,16517.858731764605,180.0,6464.964492561637,189.0,10052.894239202968,130.0,0.002608769201006601,207.0,0.3966165413533835,200.0,0.037799848690814764,202.0,9.615390612058941e-05,138.0,0.010326414439617312,8.0,0.002352240059553431,207.0
1,normal,31,18,13,20024.113236011468,12207.144164761132,7816.969071250337,0.14691943127962087,46.0,0.08530805687203792,17.0,0.06161137440758294,116.0,20024.113236011468,145.0,12207.144164761132,79.0,7816.969071250337,174.0,0.007342997620752393,64.0,0.44798301486199577,48.0,0.08682380316627536,28.0,5.0797917333742565e-05,190.0,0.0001475990020190343,117.0,0.005185798827132257,68.0
2,normal,32,16,16,26021.052333243977,10865.13390734132,15155.918425902657,0.15165876777251186,28.0,0.07582938388625593,43.0,0.07582938388625593,41.0,26021.052333243977,48.0,10865.13390734132,106.0,15155.918425902657,31.0,0.010228251995923176,14.0,0.45278969957081544,32.0,0.07989611329456953,48.0,9.15050590772621e-05,143.0,8.671917668764828e-05,156.0,0.004067544518663767,142.0
3,normal,22,10,12,15357.031580857352,6506.415074801256,8850.616506056096,0.1042654028436019,174.0,0.047393364928909956,170.0,0.05687203791469195,135.0,15357.031580857352,195.0,6506.415074801256,188.0,8850.616506056096,158.0,0.00361191397074935,190.0,0.412109375,167.0,0.050317866413019684,170.0,5.2775888833787965e-05,183.0,0.0010215360403251629,34.0,0.002357794840717526,206.0
4,normal,22,10,12,16607.596748351625,6711.815800801504,9895.780947550122,0.1042654028436019,174.0,0.047393364928909956,170.0,0.05687203791469195,135.0,16607.596748351625,178.0,6711.815800801504,184.0,9895.780947550122,135.0,0.003984590118676641,179.0,0.41291585127201563,165.0,0.05019491917130418,171.0,0.003512722368554267,16.0,0.0002775585471657273,95.0,0.0027584397910808125,198.0
5,normal,25,9,16,22320.71475643212,7614.098508758874,14706.616247673246,0.11848341232227488,133.0,0.04265402843601896,186.0,0.07582938388625593,41.0,22320.71475643212,102.0,7614.098508758874,172.0,14706.616247673246,34.0,0.00458541948024968,158.0,0.39811320754716983,196.0,0.04133509191542757,195.0,0.0007077510578819863,39.0,0.0001718436564513862,109.0,0.00291589549447343,191.0
6,normal,27,12,15,23702.916110680962,10134.156698043042,13568.75941263792,0.1279620853080569,102.0,0.05687203791469195,122.0,0.07109004739336494,59.0,23702.916110680962,77.0,10134.156698043042,123.0,13568.75941263792,49.0,0.0056272205406258545,117.0,0.42886178861788615,106.0,0.05977477092808007,128.0,5.344106753516885e-05,182.0,0.01857341438234572,4.0,0.004573574568521936,109.0
7,normal,31,17,14,21429.005826322573,9854.07939805571,11574.926428266865,0.14691943127962087,46.0,0.08056872037914692,30.0,0.06635071090047394,79.0,21429.005826322573,120.0,9854.07939805571,126.0,11574.926428266865,88.0,0.008696669396705155,37.0,0.4451476793248945,64.0,0.08080139672077506,44.0,0.0002334710740279513,88.0,4.0596072197323514e-05,200.0,0.004615708764706207,105.0
8,normal,31,12,19,26923.111688726203,10132.689005876206,16790.42268285,0.14691943127962087,46.0,0.05687203791469195,122.0,0.09004739336492892,13.0,26923.111688726203,36.0,10132.689005876206,124.0,16790.42268285,12.0,0.007497519976395202,58.0,0.4203187250996016,138.0,0.059675337694923884,129.0,0.00044214378446704155,64.0,0.009731131463401526,10.0,0.0038929463863072505,148.0
9,normal,31,12,19,22951.462255511506,7028.182495847908,15923.279759663596,0.14691943127962087,46.0,0.05687203791469195,122.0,0.09004739336492892,13.0,22951.462255511506,87.0,7028.182495847908,180.0,15923.279759663596,21.0,0.0070511946693554645,81.0,0.4203187250996016,138.0,0.053809326793880626,155.0,0.0001417615513370538,110.0,0.00035990960084492156,86.0,0.003163608508858308,180.0
